,TS代码,股东名称,持股比例
1,000501.SZ,浙江银泰百货有限公司,10.39
78,000501.SZ,武汉武商集团股份有限公司-第一期员工持股计划,7.28
56,000501.SZ,达孜银泰商业发展有限公司,5.56
27,000501.SZ,武汉国有资产经营有限公司,3.89
0,000502.SZ,广州市天誉控股集团有限公司,22.65
18,000502.SZ,上海庞增投资管理中心(有限合伙)-庞增添益3号私募投资基金,4.9
62,000502.SZ,上海庞增投资管理中心(有限合伙)-庞增添益11号私募投资基金,4.9
44,000502.SZ,福建晟联辉投资有限公司,4.88
94,000502.SZ,俞盛,4.86
61,000503.SZ,中海恒实业发展有限公司,26.22
53,000503.SZ,香港中央结算有限公司(陆股通),2.05
92,000503.SZ,葛卫东,1.08
91,000503.SZ,德清庆弘投资管理有限公司,1.01
71,000503.SZ,刘荣赠,0.89
0,000504.SZ,湖南省财信产业基金管理有限公司,25.58
82,000504.SZ,湖南省信托有限责任公司,25.58
84,000504.SZ,上海和平大宗股权投资基金管理有限公司,11.43
54,000504.SZ,重庆信三威投资咨询中心(有限合伙)-昌盛二号私募基金,9.64
87,000504.SZ,吕益先,2.57
30,000505.SZ,北京粮食集团有限责任公司,42.06
59,000505.SZ,北京国有资本经营管理中心,7.07
23,000505.SZ,王岳成,5.66
86,000505.SZ,国开金融有限责任公司,3.33
92,000505.SZ,鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙),3.2
75,000506.SZ,宁波冉盛盛远投资管理合伙企业(有限合伙),25.08
7,000506.SZ,杭州汇成一号投资合伙企业(有限合伙),7.09
59,000506.SZ,宁波梅山保税港区冉盛盛昌投资管理合伙企业(有限合伙),4.91
19,000506.SZ,杨美凤,3.58
48,000506.SZ,顾正国,3.06
55,000507.SZ,珠海港控股集团有限公司,29.64
53,000507.SZ,珠海华金领创基金管理有限公司-珠海华金创盈六号股权投资基金合伙企业(有限合伙),4.45
41,000507.SZ,中央企业贫困地区产业投资基金股份有限公司,2.97
15,000507.SZ,张沐城,1.98
91,000507.SZ,珠海科技奖劢基金会,1.81
67,000509.SZ,西藏麦田创业投资有限公司,24.13
1,000509.SZ,湖北省资产管理有限公司,23.08
78,000509.SZ,定远德轮投资有限公司,6.83
23,000509.SZ,青岛通产橡胶制品有限公司,4.0
63,000509.SZ,中国银河证券股份有限公司,2.0
23,000510.SZ,刘江东,13.05
85,000510.SZ,深圳首控国际商务咨询有限公司,10.06
58,000510.SZ,四川金海马实业有限公司,8.06
55,000510.SZ,德阳市国有资产经营有限公司,3.54
5,000510.SZ,赵相革,2.15
91,000513.SZ,香港中央结算(代理人)有限公司,34.22
57,000513.SZ,健康元药业集团股份有限公司,23.68
18,000513.SZ,香港中央结算有限公司(陆股通),4.0
45,000513.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,3.37
88,000513.SZ,广州市保科力贸易公司,1.85
41,000514.SZ,重庆市城市建设投资(集团)有限公司,63.19
71,000514.SZ,陈泽钦,1.12
57,000514.SZ,叶凤林,1.09
63,000514.SZ,李杰,0.97
97,000514.SZ,彭芳,0.65
0,000516.SZ,陕西世纪新元商业管理有限公司,29.74
37,000516.SZ,申华控股集团有限公司,4.64
64,000516.SZ,曹鹤玲,2.76
94,000516.SZ,深圳市元帆信息咨询有限公司,2.25
2,000516.SZ,西安国际医学投资股份有限公司回购专用证券账户,2.18
66,000517.SZ,荣安集团股份有限公司,47.93
57,000517.SZ,王久芳,29.68
95,000517.SZ,王怡心,23.56
79,000517.SZ,深圳市新海投资控股有限公司,5.14
3,000517.SZ,香港中央结算有限公司(陆股通),0.77
0,000518.SZ,王洪明,14.0
1,000518.SZ,郁琴芬,10.13
68,000518.SZ,昆山市创业投资有限公司,8.6
39,000518.SZ,赵龙,4.18
32,000518.SZ,徐瑞康,3.63
99,000519.SZ,豫西工业集团有限公司,23.3
14,000519.SZ,中兵投资管理有限责任公司,18.97
69,000519.SZ,吉林江北机械制造有限责任公司,4.94
63,000519.SZ,山东特种工业集团有限公司,4.44
82,000519.SZ,王四清,2.4
28,000520.SZ,天津顺航海运有限公司,17.89
2,000520.SZ,长治市南烨实业集团有限公司,14.11
30,000520.SZ,山西黄河股权投资管理有限公司-山西太行兴企并购投资分级私募基金,9.3842
20,000520.SZ,中国民生银行股份有限公司,2.91
98,000520.SZ,深圳托吉斯投资有限公司,1.79
88,000521.SZ,四川长虹电器股份有限公司,23.79
71,000521.SZ,合肥市产业投资控股(集团)有限公司,4.58
92,000521.SZ,长虹(香港)贸易有限公司,3.15
8,000521.SZ,马国斌,1.82
57,000521.SZ,CAO SHENGCHUN,1.41
73,000523.SZ,广州轻工工贸集团有限公司,31.04
74,000523.SZ,广州国资发展控股有限公司,14.22
1,000523.SZ,上海通怡投资管理有限公司-通怡梧桐11号私募证券投资基金,2.35
64,000523.SZ,全国社保基金一零二组合,2.13
87,000523.SZ,郑浩,1.36
13,000524.SZ,广州岭南国际企业集团有限公司,45.12
49,000524.SZ,广州市东方酒店集团有限公司,14.97
45,000524.SZ,广州国资发展控股有限公司,12.93
78,000524.SZ,广州证券股份有限公司,3.37
24,000524.SZ,中信证券华南股份有限公司,3.12
80,000525.SZ,南京第一农药集团有限公司,46.58
67,000525.SZ,红太阳集团有限公司,10.0
84,000525.SZ,南京瑞森投资管理合伙企业(有限合伙),5.17
73,000525.SZ,华鑫国际信托有限公司-华鑫信托·智选20号证券投资集合资金信托计划,1.92
96,000525.SZ,华鑫国际信托有限公司-华鑫信托·智选22号证券投资集合资金信托计划,1.84
50,000526.SZ,西藏紫光卓远股权投资有限公司,15.59
70,000526.SZ,浙江台州椰林湾投资策划有限公司,12.93
25,000526.SZ,天津安特文化传播有限公司,11.01
32,000526.SZ,北京紫光通信科技集团有限公司,5.15
90,000526.SZ,厦门市鑫鼎盛控股有限公司,4.61
97,000528.SZ,广西柳工集团有限公司,34.98
19,000528.SZ,广西柳工集团机械有限公司,34.67
98,000528.SZ,香港中央结算有限公司(陆股通),5.21
99,000528.SZ,中央汇金资产管理有限责任公司,2.32
93,000528.SZ,招商银行股份有限公司-光大保德信优势配置混合型证券投资基金,2.13
68,000529.SZ,广东省广弘资产经营有限公司,51.5
24,000529.SZ,广东省丝绸纺织集团有限公司,1.97
37,000529.SZ,广东省畜禽生产发展有限公司,1.94
94,000529.SZ,阎占表,1.18
62,000529.SZ,鹤山毛纺织总厂床上用品厂,1.0
30,000530.SZ,大连冰山集团有限公司,20.27
5,000530.SZ,SANYO ELECTRIC CO LTD,8.72
22,000530.SZ,张素芬,2.0
3,000530.SZ,林镇铭,0.8
90,000530.SZ,太平资管-国金证券股份有限公司,0.7
11,000531.SZ,广州开发区金融控股集团有限公司,26.12
39,000531.SZ,广州发展电力企业有限公司,18.35
12,000531.SZ,广州高新区投资集团有限公司,13.47
34,000531.SZ,广州黄电投资有限公司,3.5
49,000531.SZ,广州港能源发展有限公司,1.65
2,000532.SZ,珠海华发实体产业投资控股有限公司,28.45
19,000532.SZ,珠海金控股权投资管理有限公司,14.49
78,000532.SZ,珠海金控股权投资基金管理有限公司,14.49
23,000532.SZ,华金资产管理(深圳)有限公司,13.26
81,000532.SZ,深圳华金瑞盈股权投资基金管理有限公司,13.26
95,000533.SZ,广州蕙富博衍投资合伙企业(有限合伙),17.37
54,000533.SZ,邵伟华,13.45
61,000533.SZ,西藏信业达贸易有限公司,13.13
47,000533.SZ,张明园,7.89
89,000533.SZ,温洪标,3.05
82,000534.SZ,万泽集团有限公司,52.28
11,000534.SZ,江西赣江融创投资有限公司,10.55
95,000534.SZ,李敏仙,3.6
91,000534.SZ,全国社保基金一零八组合,2.44
94,000534.SZ,华润深国投信托有限公司-和阳常青集合资金信托计划,2.29
86,000536.SZ,中华映管(百慕大)股份有限公司,26.37
3,000536.SZ,莆田市国有资产投资有限公司,13.7333
0,000536.SZ,福建省电子信息产业创业投资合伙企业(有限合伙),13.7333
2,000536.SZ,渤海国际信托股份有限公司,10.22
55,000536.SZ,中国长城资产管理股份有限公司,3.46
0,000537.SZ,鲁能集团有限公司,76.13
88,000537.SZ,乌鲁木齐世纪恒美股权投资有限公司,2.08
16,000537.SZ,招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金,1.52
80,000537.SZ,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,1.26
8,000537.SZ,香港中央结算有限公司(陆股通),0.68
43,000538.SZ,云南省人民政府国有资产监督管理委员会,25.14
30,000538.SZ,云南省国有股权运营管理有限公司,25.14
0,000538.SZ,新华都实业集团股份有限公司,24.37
22,000538.SZ,云南合和(集团)股份有限公司,8.17
29,000538.SZ,香港中央结算有限公司(陆股通),8.09
99,000539.SZ,广东省粤电集团有限公司,67.39
70,000539.SZ,广东省能源集团有限公司,67.39
84,000539.SZ,中国证券金融股份有限公司,2.84
41,000539.SZ,深圳广发电力投资有限公司,2.22
17,000539.SZ,广州发展集团股份有限公司,2.22
4,000540.SZ,金世旗国际控股股份有限公司,46.17
50,000540.SZ,贵阳市城市发展投资(集团)股份有限公司,4.68
9,000540.SZ,贵阳市城市发展投资集团股份有限公司,4.68
91,000540.SZ,陕西省国际信托股份有限公司-陕国投·如意81号定向投资集合资金信托计划,2.86
37,000540.SZ,中国证券金融股份有限公司,1.72
87,000541.SZ,香港华晟控股有限公司,13.47
33,000541.SZ,佑昌灯光器材有限公司,10.5
13,000541.SZ,广东省电子信息产业集团有限公司,8.77
15,000541.SZ,深圳市广晟投资发展有限公司,5.12
16,000541.SZ,中央汇金资产管理有限责任公司,2.42
41,000543.SZ,安徽省能源集团有限公司,54.93
75,000543.SZ,中国证券金融股份有限公司,2.99
69,000543.SZ,香港中央结算有限公司(陆股通),2.68
72,000543.SZ,安徽省能源物资供销公司,2.29
54,000543.SZ,安徽省皖能能源物资有限公司,2.29
67,000544.SZ,郑州公用事业投资发展集团有限公司,68.73
18,000544.SZ,河南资产管理有限公司,4.95
69,000544.SZ,郑州投资控股有限公司,2.43
43,000544.SZ,申万菱信基金-工商银行-陕国投-陕国投·新毅创赢定向投资集合资金信托计划,2.4
85,000544.SZ,中信建投证券股份有限公司,1.07
93,000545.SZ,金浦投资控股集团有限公司,37.3
6,000545.SZ,镇江国有投资控股集团有限公司,1.69
64,000545.SZ,广州无线电集团有限公司,1.39
67,000545.SZ,吉林恒金药业股份有限公司,1.32
12,000545.SZ,肖国文,1.01
98,000546.SZ,金圆控股集团有限公司,37.46
90,000546.SZ,康恩贝集团有限公司,7.06
62,000546.SZ,赵雪莉,5.58
65,000546.SZ,曹永明,5.01
36,000546.SZ,邱永平,4.56
25,000547.SZ,中国航天科工集团有限公司,9.43
97,000547.SZ,中国航天科工防御技术研究院(中国长峰机电技术研究设计院),7.42
42,000547.SZ,中国航天科工防御技术研究院(中国长峰机电技术),7.23
94,000547.SZ,南京基布兹航天科技投资中心(有限合伙),5.73
96,000547.SZ,新疆国力民生股权投资有限公司,3.97
0,000548.SZ,长沙环路建设开发集团有限公司,32.31
94,000548.SZ,长沙市环路建设开发有限公司,32.31
41,000548.SZ,池汉雄,1.23
11,000548.SZ,王伯达,0.52
54,000548.SZ,王雪,0.46
56,000550.SZ,江铃控股有限公司,41.03
3,000550.SZ,南昌市江铃投资有限公司,41.03
53,000550.SZ,福特汽车公司,32.0
1,000550.SZ,FORD MOTOR COMPANY,32.0
46,000550.SZ,中国证券金融股份有限公司,2.72
96,000551.SZ,苏州创元投资发展(集团)有限公司,35.77
83,000551.SZ,徐东,5.002
37,000551.SZ,陈良,3.03
87,000551.SZ,苏州燃气集团有限责任公司,2.5
9,000551.SZ,王柯华,2.28
50,000552.SZ,靖远煤业集团有限责任公司,46.42
47,000552.SZ,满少男,3.94
29,000552.SZ,平安大华基金-平安银行-中融国际信托-财富骐骥定增5号集合资金信托计划,3.94
8,000552.SZ,甘肃省煤炭资源开发投资有限责任公司,3.92
19,000552.SZ,诺安基金-兴业证券-中国光大银行股份有限公司,3.28
47,000553.SZ,中国化工农化有限公司,74.02
38,000553.SZ,先正达集团有限公司,74.02
46,000553.SZ,先正达集团股份有限公司,74.02
1,000553.SZ,荆州沙隆达控股有限公司,5.11
16,000553.SZ,中国国有企业结构调整基金股份有限公司,1.4315
44,000554.SZ,中国石油化工股份有限公司,24.57
59,000554.SZ,华润深国投信托有限公司-华润信托·恒盈3号集合资金信托计划,1.62
84,000554.SZ,上海祥达股权投资基金管理有限公司,1.33
56,000554.SZ,全国社保基金六零四组合,1.13
9,000554.SZ,李跃明,1.03
72,000555.SZ,神州数码软件有限公司,40.43
99,000555.SZ,中新苏州工业园区创业投资有限公司,7.47
98,000555.SZ,萍乡信锐企业管理合伙企业(有限合伙),6.29
71,000555.SZ,昆山市申昌科技有限公司,5.16
87,000555.SZ,中国银河证券股份有限公司,1.94
80,000557.SZ,宁夏国有资本运营集团有限责任公司,29.47
82,000557.SZ,中国信达资产管理股份有限公司,15.71
47,000557.SZ,国家能源集团宁夏煤业有限责任公司,4.9
53,000557.SZ,国家能源集团宁夏煤业集团有限责任公司,4.9
69,000557.SZ,神华宁夏煤业集团有限责任公司,4.9
0,000558.SZ,成都体育产业投资集团有限责任公司,29.9
85,000558.SZ,莱茵达控股集团有限公司,17.8
39,000558.SZ,高靖娜,6.16
9,000558.SZ,李清,0.62
74,000558.SZ,洪哲培,0.43
5,000559.SZ,万向集团公司,76.5085
67,000559.SZ,中国证券金融股份有限公司,2.98
11,000559.SZ,中国汽车工业投资开发有限公司,2.0142
24,000559.SZ,祁堃,1.45
89,000559.SZ,民生人寿保险股份有限公司-传统保险产品,1.34
22,000560.SZ,西藏太和先机投资管理有限公司,17.45
93,000560.SZ,五八有限公司,8.28
19,000560.SZ,天津东银玉衡企业管理咨询中心(有限合伙),8.07
63,000560.SZ,谢勇,5.52
99,000560.SZ,昆明汉鼎世纪企业管理有限公司,4.31
60,000561.SZ,陕西烽火通信集团有限公司,41.69
63,000561.SZ,陕西电子信息集团有限公司,12.74
5,000561.SZ,何海潮,1.72
83,000561.SZ,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,1.17
38,000561.SZ,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,0.72
69,000563.SZ,陕西煤业化工集团有限责任公司,35.05
29,000563.SZ,陕西省高速公路建设集团公司,21.62
87,000563.SZ,华宝信托有限责任公司,2.15
93,000563.SZ,中广核财务有限责任公司,1.59
38,000563.SZ,中央汇金资产管理有限责任公司,1.31
6,000564.SZ,海航商业控股有限公司,15.38
9,000564.SZ,海航投资控股有限公司,6.53
1,000564.SZ,新合作商贸连锁集团有限公司,5.99
2,000564.SZ,湖南新合作实业投资有限公司,5.3
4,000564.SZ,海航实业集团有限公司,5.19
44,000565.SZ,重庆化医控股(集团)公司,40.55
3,000565.SZ,重庆生命科技与新材料产业集团有限公司,40.55
26,000565.SZ,重庆特品化工有限公司,40.55
65,000565.SZ,林振军,0.84
17,000565.SZ,汪新文,0.72
81,000566.SZ,深圳市南方同正投资有限公司,24.99
31,000566.SZ,海南华同实业有限公司,22.23
40,000566.SZ,云南国际信托有限公司-聚利36号单一资金信托,10.0
89,000566.SZ,南方同正-西部证券-17同正EB担保及信托财产专户,9.09
98,000566.SZ,海口富海福投资有限公司,3.21
50,000567.SZ,永泰集团有限公司,65.8
51,000567.SZ,海南祥源投资有限公司,7.64
52,000567.SZ,海南新海基投资有限公司,1.84
59,000567.SZ,关闭海南发展银行清算组,0.72
99,000567.SZ,伍强,0.61
0,000568.SZ,泸州老窖集团有限责任公司,26.02
76,000568.SZ,泸州市兴泸投资集团有限公司,24.99
75,000568.SZ,香港中央结算有限公司(陆股通),3.69
99,000568.SZ,中国证券金融股份有限公司,2.31
7,000568.SZ,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,1.97
0,000570.SZ,常州投资集团有限公司,30.43
19,000570.SZ,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1.7
65,000570.SZ,中信银行股份有限公司-建信中证500指数增强型证券投资基金,0.76
32,000570.SZ,KGIASIALIMITED,0.57
18,000570.SZ,中国建设银行股份有限公司-信达澳银先进智造股票型证券投资基金,0.44
1,000571.SZ,大连和升控股集团有限公司,13.15
71,000571.SZ,深圳市尚衡冠通投资企业(有限合伙),10.99
