,TS代码,股东名称,持股比例
28,002148.SZ,许建国,3.59
0,002148.SZ,北京北纬通信科技股份有限公司回购专用证券账户,1.91
13,002148.SZ,张秀,0.64
74,002149.SZ,西北有色金属研究院,28.89
6,002149.SZ,西安航天科技工业有限公司,12.3
93,002149.SZ,西安航天科技工业公司,12.3
80,002149.SZ,新华人寿保险股份有限公司-分红-团体分红-018L-FH001深,2.65
22,002149.SZ,中央汇金资产管理有限责任公司,1.87
0,002150.SZ,常熟市千斤顶厂,38.32
84,002150.SZ,TORIN JACKS INC.,16.3
81,002150.SZ,常熟长城轴承有限公司,2.61
90,002150.SZ,弦高(苏州)资产管理有限公司-弦高悟门私募证券投资基金,1.75
85,002150.SZ,新余新观念投资管理有限公司,1.71
66,002151.SZ,周儒欣,29.86
49,002151.SZ,国家集成电路产业投资基金股份有限公司,11.99
86,002151.SZ,李建辉,3.77
87,002151.SZ,王春华,1.9
97,002151.SZ,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,1.61
15,002152.SZ,广州无线电集团有限公司,52.96
91,002152.SZ,广州广电运通金融电子股份有限公司-第一期员工持股计划,4.03
25,002152.SZ,梅州敬基实业有限公司,2.08
46,002152.SZ,香港中央结算有限公司(陆股通),1.36
75,002152.SZ,兴业证券-兴业-兴业证券金麒麟5号集合资产管理计划,1.12
94,002153.SZ,李仲初,54.77
78,002153.SZ,淘宝(中国)软件有限公司,13.07
88,002153.SZ,焦梅荣,3.63
91,002153.SZ,北京业勤投资有限公司,3.43
1,002153.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,3.27
17,002154.SZ,吴婷婷,15.24
78,002154.SZ,吴志泽,10.3527
64,002154.SZ,吴真生,3.58
57,002154.SZ,中国人民财产保险股份有限公司-传统-普通保险产品,2.36
62,002154.SZ,余建隆,2.25
96,002155.SZ,湖南黄金集团有限责任公司,39.91
26,002155.SZ,株洲市国有资产投资控股集团有限公司,3.65
48,002155.SZ,中央汇金资产管理有限责任公司,2.08
7,002155.SZ,中信证券股份有限公司-前海开源金银珠宝主题精选灵活配置混合型证券投资基金,1.86
11,002155.SZ,香港中央结算有限公司(陆股通),1.21
66,002156.SZ,南通华达微电子集团股份有限公司,28.35
98,002156.SZ,南通华达微电子集团有限公司,28.35
65,002156.SZ,国家集成电路产业投资基金股份有限公司,21.72
84,002156.SZ,宁波梅山保税港区道康信斌投资合伙企业(有限合伙),5.0
78,002156.SZ,南通招商江海产业发展基金合伙企业(有限合伙),5.0
1,002157.SZ,正邦集团有限公司,25.1718
0,002157.SZ,江西永联农业控股有限公司,22.1419
95,002157.SZ,刘道君,7.45
84,002157.SZ,LIEW KENNETH THOW JIUN,7.26
37,002157.SZ,LIEWKENNETHTHOWJIUN,6.78
89,002158.SZ,巴拿马海尔梅斯公司,32.97
91,002158.SZ,CAPITAL HARVEST TECHNOLOGY LIMITED,28.87
8,002158.SZ,全国社保基金五零二组合,1.69
1,002158.SZ,黄玉清,1.48
28,002158.SZ,建信基金-招商银行-建信乾元安享特定多个客户资产管理计划,1.26
0,002159.SZ,武汉当代城市建设发展有限公司,37.5
66,002159.SZ,武汉当代科技产业集团股份有限公司,25.07
21,002159.SZ,武汉东湖新技术开发区发展总公司,7.76
7,002159.SZ,中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金,4.66
49,002159.SZ,广东筠业投资有限公司,3.02
78,002160.SZ,常熟市铝箔厂有限责任公司,24.51
87,002160.SZ,上海朗诣实业发展有限公司,10.16
85,002160.SZ,上海常春藤投资控股有限公司-常春藤20期证券投资基金,5.03
89,002160.SZ,周卫平,4.27
90,002160.SZ,张平,4.04
50,002161.SZ,徐玉锁,22.5
49,002161.SZ,陈光珠,4.71
91,002161.SZ,陈长安,2.53
5,002161.SZ,深圳市远望谷信息技术股份有限公司回购专用证券账户,1.37
10,002161.SZ,孝泽(杭州)资产管理有限公司-孝泽-全景8号私募证券投资基金,1.23
21,002162.SZ,CIMIC INDUSTRIAL INC.(斯米克工业有限公司),46.83
41,002162.SZ,DIGITAL PACIFIC INC.(太平洋数码有限公司),7.22
32,002162.SZ,上海杜行工业投资发展公司,2.48
71,002162.SZ,上海斯米克装饰材料有限公司,1.6
60,002162.SZ,彭洁芳,1.2
23,002163.SZ,海南省发展控股有限公司,27.12
68,002163.SZ,深圳贵航实业有限公司,13.74
73,002163.SZ,中国贵州航空工业(集团)有限责任公司,13.42
72,002163.SZ,中航通用飞机有限责任公司,2.36
11,002163.SZ,肖裕福,2.04
11,002164.SZ,东力控股集团有限公司,26.03
56,002164.SZ,深圳富裕控股有限公司,18.38
6,002164.SZ,宋济隆,12.85
1,002164.SZ,许丽萍,3.81
51,002164.SZ,九江易维长和信息管理咨询合伙企业(有限合伙),3.6
68,002165.SZ,江苏宝源投资管理有限公司,28.0
63,002165.SZ,南京高淳国有资产经营控股集团有限公司,4.78
71,002165.SZ,陆卫东,2.67
30,002165.SZ,博时基金管理有限公司-社保基金四一九组合,2.49
87,002165.SZ,柳毅,2.18
50,002166.SZ,秦本军,18.74
52,002166.SZ,姚新德,7.9
15,002166.SZ,梁定志,4.8
78,002166.SZ,中央汇金资产管理有限责任公司,4.48
38,002166.SZ,蒋小三,3.45
1,002167.SZ,龙蟒佰利联集团股份有限公司,25.81
55,002167.SZ,中国核工业集团有限公司,15.66
96,002167.SZ,中国核工业集团公司,15.66
75,002167.SZ,陈潮钿,10.87
81,002167.SZ,中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划,2.93
48,002168.SZ,共青城信中利宝信投资合伙企业(有限合伙),13.67
21,002168.SZ,中驰惠程企业管理有限公司,10.54
3,002168.SZ,日照汇银股权投资基金管理合伙企业(有限合伙),3.71
30,002168.SZ,中央汇金资产管理有限责任公司,3.6
42,002168.SZ,北京信中利投资股份有限公司,3.39
18,002169.SZ,广州市金誉实业投资集团有限公司,19.32
21,002169.SZ,杨小萍,2.55
71,002169.SZ,卢洁雯,2.44
33,002169.SZ,俞慧芳,2.31
51,002169.SZ,华融国际信托有限责任公司,2.08
50,002170.SZ,黄培钊,29.08
69,002170.SZ,来宾和君企业管理合伙企业(有限合伙),7.94
37,002170.SZ,云南丰亿企业管理中心(有限合伙),7.94
30,002170.SZ,叶锡如,7.94
77,002170.SZ,霍尔果斯纳水创业投资合伙企业(有限合伙),7.94
0,002171.SZ,安徽楚江投资集团有限公司,32.37
77,002171.SZ,国家军民融合产业投资基金有限责任公司,6.84
59,002171.SZ,缪云良,5.94
14,002171.SZ,安徽楚江科技新材料股份有限公司回购专用证券账户,3.21
88,002171.SZ,新疆顶立汇智股权投资合伙企业(有限合伙),2.11
94,002172.SZ,澳洋集团有限公司,45.14
55,002172.SZ,张林昌,2.81
85,002172.SZ,张家港锦泰金泓投资管理有限公司-张家港市乐鑫投资合伙企业(有限合伙),2.67
31,002172.SZ,沈卿,2.21
4,002172.SZ,深圳亮度投资合伙企业(有限合伙),1.93
0,002173.SZ,陈夏英,17.06
1,002173.SZ,上海康瀚投资管理中心(有限合伙),9.88
46,002173.SZ,冯美娟,8.86
81,002173.SZ,杭州昌健投资合伙企业(有限合伙),7.47
68,002173.SZ,陈海军,4.89
95,002174.SZ,林奇,34.84
87,002174.SZ,宁波保税区永谐国际贸易有限公司,6.0
4,002174.SZ,太平基金-长安信托·稳健增利1号集合资金信托计划-太平基金锐进3号单一资产管理计划,4.86
66,002174.SZ,王卿伟,4.63
88,002174.SZ,国盛证券有限责任公司,3.84
88,002175.SZ,彭朋,12.23
67,002175.SZ,南通富海投资管理中心(有限合伙),6.71
72,002175.SZ,宁波博创金甬投资中心(有限合伙),6.71
34,002175.SZ,南通东柏文化发展合伙企业(有限合伙),5.39
3,002175.SZ,杨成社,4.78
89,002176.SZ,江西江特电气集团有限公司,16.4
85,002176.SZ,宜春市袁州区国有资产运营有限公司,3.92
38,002176.SZ,财通基金-宁波银行-财通基金-安吉61号单一资产管理计划,2.78
64,002176.SZ,宜春市袁州区金融控股有限公司,2.78
9,002176.SZ,王新,2.09
86,002177.SZ,杨文江,20.44
11,002177.SZ,郑观次,1.58
25,002177.SZ,夏重阳,0.72
44,002177.SZ,张继松,0.6
9,002177.SZ,蔡晓东,0.6
14,002178.SZ,华融(天津自贸区)投资股份有限公司,17.41
77,002178.SZ,上海延华高科技有限公司,17.41
63,002178.SZ,华融(天津自贸试验区)投资有限公司,17.41
44,002178.SZ,胡黎明,9.46
57,002178.SZ,上海雁塔科技有限公司,9.46
98,002179.SZ,中国航空科技工业股份有限公司,41.39
75,002179.SZ,河南投资集团有限公司,9.94
23,002179.SZ,香港中央结算有限公司(陆股通),9.54
90,002179.SZ,全国社保基金四零六组合,2.2091
25,002179.SZ,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,1.76
83,002180.SZ,珠海赛纳打印科技股份有限公司,51.04
99,002180.SZ,庞江华,7.2
96,002180.SZ,国家集成电路产业投资基金股份有限公司,4.02
66,002180.SZ,中信信托有限责任公司-中信理财之债券双盈计划1号,3.49
27,002180.SZ,全国社保基金一零二组合,3.0
24,002181.SZ,广州传媒控股有限公司,47.64
31,002181.SZ,广州大洋实业投资有限公司,18.21
84,002181.SZ,福建省华兴集团有限责任公司,1.96
48,002181.SZ,叶玫,1.05
50,002181.SZ,马建华,0.98
91,002182.SZ,梅小明,32.03
6,002182.SZ,宝钢金属有限公司,14.0
79,002182.SZ,上海固信资产管理有限公司-上海宣浦股权投资基金合伙企业(有限合伙),5.45
62,002182.SZ,上海固信投资控股有限公司-上海宣浦股权投资基金合伙企业(有限合伙),5.0
5,002182.SZ,中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF),3.3
98,002183.SZ,深圳市怡亚通投资控股有限公司,22.85
86,002183.SZ,深圳市投资控股有限公司,18.3
70,002183.SZ,万忠波,4.25
93,002183.SZ,云南国际信托有限公司-云信增利2号证券投资单一资金信托,3.55
8,002183.SZ,徐鹏,1.32
20,002184.SZ,许泓,21.84
21,002184.SZ,郭孟榕,19.88
28,002184.SZ,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,4.08
52,002184.SZ,赵大砥,3.01
47,002184.SZ,高旭,2.88
53,002185.SZ,天水华天电子集团股份有限公司,26.12
23,002185.SZ,中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金,3.29
22,002185.SZ,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金,1.77
18,002185.SZ,香港中央结算有限公司(陆股通),1.71
3,002185.SZ,中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金,1.6
10,002186.SZ,北京首都旅游集团有限责任公司,43.67
94,002186.SZ,IDG资本管理(香港)有限公司-IDG中国股票基金,5.0
62,002186.SZ,北京轫开投资有限公司,3.57
86,002186.SZ,华住酒店管理有限公司,2.35
2,002186.SZ,李明军,1.41
99,002187.SZ,广州百货企业集团有限公司,53.23
9,002187.SZ,广州商贸投资控股集团有限公司,53.23
91,002187.SZ,广州市汽车贸易有限公司,3.15
66,002187.SZ,广州岭南集团控股股份有限公司,2.38
24,002187.SZ,广州化工集团有限公司,2.1
1,002188.SZ,上海天纪投资有限公司,20.51
85,002188.SZ,中麦控股有限公司,8.8
86,002188.SZ,周旭辉,6.73
33,002188.SZ,江苏常容投资管理有限公司,4.6
88,002188.SZ,太仓汇鼎投资中心(有限合伙),3.84
86,002189.SZ,中国兵器装备集团有限公司,48.88
10,002189.SZ,中电科投资控股有限公司,4.9
1,002189.SZ,国新投资有限公司,3.49
97,002189.SZ,南方工业资产管理有限责任公司,3.44
65,002189.SZ,中央汇金资产管理有限责任公司,2.3
31,002190.SZ,中国航空工业集团有限公司,53.17
94,002190.SZ,中央汇金资产管理有限责任公司,2.05
33,002190.SZ,成都凯天电子股份有限公司,0.92
0,002190.SZ,牛桂兰,0.73
40,002190.SZ,朱仕梅,0.67
0,002191.SZ,深圳市劲嘉创业投资有限公司,31.61
85,002191.SZ,亚东复星瑞哲安泰发展有限公司,9.37
1,002191.SZ,济南泰汇顺企业管理合伙企业(有限合伙),5.0
89,002191.SZ,新疆世纪运通股权投资合伙企业(有限合伙),3.64
11,002191.SZ,香港中央结算有限公司(陆股通),3.08
21,002192.SZ,融捷投资控股集团有限公司,23.82
79,002192.SZ,柯荣卿,5.64
88,002192.SZ,中央汇金资产管理有限责任公司,3.23
75,002192.SZ,黄培荣,1.89
3,002192.SZ,费占军,1.76
72,002193.SZ,山东如意科技集团有限公司,23.12
32,002193.SZ,山东如意毛纺集团有限责任公司,16.07
1,002193.SZ,中国东方资产管理股份有限公司,7.24
58,002193.SZ,金鹰基金-浦发银行-方正东亚信托有限责任公司,5.28
91,002193.SZ,光大兴陇信托有限责任公司-光大信托-惠诚9号集合资金信托计划,4.47
12,002194.SZ,王丽丽,28.15
95,002194.SZ,深圳市恒信华业股权投资基金管理有限公司-平潭华业价值投资合伙企业(有限合伙),9.5
96,002194.SZ,深圳市恒信华业股权投资基金管理有限公司-平潭华业战略投资合伙企业(有限合伙),9.5
90,002194.SZ,孟庆南,9.03
46,002194.SZ,孟凡博,8.04
95,002195.SZ,浙富控股集团股份有限公司,14.29
48,002195.SZ,韩猛,6.874
70,002195.SZ,张淑霞,3.78
85,002195.SZ,陈于冰,3.56
99,002195.SZ,尹俊涛,1.05
72,002196.SZ,张敏,15.8447
68,002196.SZ,卓越汽车有限公司,8.53
88,002196.SZ,青岛金石灏汭投资有限公司,6.54
22,002196.SZ,卓斌,6.38
36,002196.SZ,中振汉江装备科技有限公司,4.27
0,002197.SZ,曾胜强,20.32
52,002197.SZ,许忠桂,5.83
82,002197.SZ,曾胜辉,5.83
85,002197.SZ,华澳国际信托有限公司-华澳·臻智57号-证通电子第一期员工持股集合信托计划,4.49
86,002197.SZ,林启生,3.36
99,002198.SZ,深圳市老虎汇资产管理有限公司,11.27
86,002198.SZ,陈泳洪,10.94
62,002198.SZ,黄智勇,4.93
83,002198.SZ,林少贤,2.27
78,002198.SZ,黄俊民,2.04
43,002199.SZ,北京千石创富-华夏银行-中国对外经济贸易信托-东晶电子定向增发单一资金信托,14.8
82,002199.SZ,李庆跃,10.59
90,002199.SZ,宁波梅山保税港区蓝海投控投资管理中心(有限合伙),10.02
66,002199.SZ,宁波天沃贸易有限公司,5.4
37,002199.SZ,吴宗泽,2.02
69,002200.SZ,云南省投资控股集团有限公司,23.18
99,002200.SZ,何学葵,7.2
57,002200.SZ,徐洪尧,6.7
21,002200.SZ,张国英,6.64
91,002200.SZ,绿地金融投资控股集团有限公司,3.68
98,002201.SZ,顾清波,29.85
16,002201.SZ,深圳翼威新材料有限公司,19.55
6,002201.SZ,江苏九鼎集团有限公司,10.75
69,002201.SZ,西安正威新材料有限公司,10.23
77,002201.SZ,陆家嘴国际信托有限公司-陆家嘴信托·浦银1号单一资金信托,2.19
19,002202.SZ,香港中央结算(代理)有限公司,18.27
5,002202.SZ,香港中央结算(代理人)有限公司,18.27
77,002202.SZ,新疆风能有限责任公司,14.1787
78,002202.SZ,和谐健康保险股份有限公司-万能产品,13.9114
75,002202.SZ,中国三峡新能源(集团)股份有限公司,10.8498
52,002203.SZ,海亮集团有限公司,45.13
67,002203.SZ,Z&P ENTERPRISES LLC,14.79
39,002203.SZ,浙江海亮慈善基金会,5.14
51,002203.SZ,汇安基金-国泰君安证券-汇安基金-汇鑫22号资产管理计划,3.17
56,002203.SZ,冯海良,3.07
77,002204.SZ,大连重工·起重集团有限公司,55.71
78,002204.SZ,大连市国有资产投资经营集团有限公司,6.47
74,002204.SZ,曾远彬,3.47
85,002204.SZ,石河子华锋投资股份有限公司,2.55
97,002204.SZ,中央汇金资产管理有限责任公司,1.96
87,002205.SZ,新疆天山建材(集团)有限责任公司,30.21
61,002205.SZ,中央汇金资产管理有限责任公司,4.69
40,002205.SZ,付金华,2.87
70,002205.SZ,中国农业银行股份有限公司-大成景阳领先混合型证券投资基金,2.32
58,002205.SZ,中国农业银行股份有限公司一大成景阳领先混合型证券投资基金,2.15
30,002206.SZ,高利民,17.43
47,002206.SZ,高王伟,10.14
84,002206.SZ,高宇,5.87
43,002206.SZ,浙江海利得新材料股份有限公司回购专用证券账户,5.28
44,002206.SZ,万向创业投资股份有限公司,5.0
10,002207.SZ,湖州燕润投资管理合伙企业(有限合伙),30.0
27,002207.SZ,李美萍,3.56
29,002207.SZ,浙江朱雀投资管理有限公司,3.21
68,002207.SZ,王乃明,3.05
39,002207.SZ,中投鼎鸿(北京)投资基金管理有限公司-中投鼎鸿2号私募证券投资基金,2.22
56,002208.SZ,合肥兴泰金融控股(集团)有限公司,57.9
47,002208.SZ,合肥市工业投资控股有限公司,26.02
0,002208.SZ,中国国际金融股份有限公司,3.45
7,002208.SZ,中意资管-招商银行-中意资产-定增优选2号资产管理产品,2.76
3,002208.SZ,何海潮,1.22
36,002209.SZ,张颂明,26.21
32,002209.SZ,深圳乐丰投资管理有限公司,11.37
25,002209.SZ,广州科技创业投资有限公司,4.51
29,002209.SZ,北京凤凰财鑫股权投资中心(有限合伙),2.97
42,002209.SZ,杭州岳殿润投资管理合伙企业(有限合伙),2.16
98,002210.SZ,飞马投资控股有限公司,45.72
37,002210.SZ,黄壮勉,18.8
0,002210.SZ,上海新增鼎资产管理有限公司,10.7902
84,002210.SZ,江丽芬,3.93
79,002210.SZ,光大兴陇信托有限责任公司-光大信托-励上2号集合资金信托计划,2.81
86,002211.SZ,江苏伟伦投资管理有限公司,38.21
71,002211.SZ,上海鸿孜企业发展有限公司,28.2328
54,002211.SZ,龚锦娣,1.53
3,002211.SZ,王玉,1.38
27,002211.SZ,朱燕梅,1.2
92,002212.SZ,郑钟南,15.33
93,002212.SZ,明泰汇金资本投资有限公司,12.22
69,002212.SZ,中电科(天津)网络信息科技合伙企业(有限合伙),5.01
72,002212.SZ,前海开源基金-广发银行-前海开源华佳源鑫资产管理计划,4.23
59,002212.SZ,香港中央结算有限公司(陆股通),3.75
38,002213.SZ,深圳市创通投资发展有限公司,19.49
71,002213.SZ,深圳创通嘉里投资合伙企业(有限合伙),14.56
60,002213.SZ,凌兆蔚,8.83
80,002213.SZ,厦门国际信托有限公司-智盈9号单一资金信托,4.93
79,002213.SZ,深圳前海粤美特控股有限公司,4.67
55,002214.SZ,庞惠民,29.1
6,002214.SZ,海通证券股份有限公司,2.57
91,002214.SZ,章佳欢,2.33
30,002214.SZ,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,1.99
83,002214.SZ,航天科工资产管理有限公司,1.54
69,002215.SZ,卢柏强,27.02
72,002215.SZ,深圳市融信南方投资有限公司,12.61
91,002215.SZ,中航信托股份有限公司-天启(2016)55号诺普信员工持股集合资金信托计划,4.99
50,002215.SZ,张世居,4.77
88,002215.SZ,中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划,3.94
67,002216.SZ,陈泽民,10.54
29,002216.SZ,陈南,9.97
34,002216.SZ,陈希,9.9
48,002216.SZ,EAST JOY ASIA LIMITED,9.01
53,002216.SZ,SUPER SMART HOLDINGS LIMITED,9.01
0,002217.SZ,福建省电子信息(集团)有限责任公司,21.13
97,002217.SZ,文开福,14.84
81,002217.SZ,比亚迪股份有限公司,11.11
95,002217.SZ,西部信托有限公司-西部信托·合力泰第一期1号员工持股集合资金信托计划,2.53
71,002217.SZ,王宜明,2.49
79,002218.SZ,深圳市奥欣投资发展有限公司,32.57
80,002218.SZ,喀什东方股权投资有限公司,10.88
81,002218.SZ,西藏自治区投资有限公司,3.32
59,002218.SZ,陈五奎,2.19
14,002218.SZ,秦皇岛宏兴钢铁有限公司,1.03
99,002219.SZ,阙文彬,42.57
23,002219.SZ,四川产业振兴发展投资基金有限公司,6.03
85,002219.SZ,长安基金-工商银行-华鑫信托-鑫康财富3号单一资金信托,3.84
72,002219.SZ,喀什思山股权投资合伙企业(有限合伙),2.7
46,002219.SZ,新余恒道资产管理中心(有限合伙),2.03
2,002221.SZ,东华石油(长江)有限公司,19.73
0,002221.SZ,周一峰,9.25
20,002221.SZ,优尼科长江有限公司,7.96
1,002221.SZ,共青城胜帮凯米投资合伙企业(有限合伙),5.91
65,002221.SZ,施建刚,4.07
89,002222.SZ,中国科学院福建物质结构研究所,25.35
87,002222.SZ,泰康人寿保险有限责任公司-投连-创新动力,3.18
79,002222.SZ,全国社保基金六零二组合,1.8
53,002222.SZ,中央汇金资产管理有限责任公司,1.31
6,002222.SZ,李小飞,1.11
58,002223.SZ,江苏鱼跃科技发展有限公司,26.53
60,002223.SZ,吴光明,10.32
50,002223.SZ,吴群,7.72
20,002223.SZ,香港中央结算有限公司(陆股通),5.36
57,002223.SZ,全国社保基金一一三组合,3.3
90,002224.SZ,吴培生,32.13
47,002224.SZ,长兴长盈投资合伙企业(有限合伙),3.08
91,002224.SZ,吴琼瑛,2.64
96,002224.SZ,吴兴荣,1.12
99,002224.SZ,吴水炎,0.86
94,002225.SZ,刘百宽,16.16
97,002225.SZ,刘百春,11.68
1,002225.SZ,郭志彦,8.94
77,002225.SZ,中央企业贫困地区产业投资基金股份有限公司,4.57
40,002225.SZ,华安未来资管-杭州易可股权投资合伙企业(有限合伙)-华安资产智盈30号单一资产管理计划,2.58
82,002226.SZ,盾安控股集团有限公司,36.82
4,002226.SZ,北方特种能源集团有限公司,15.0
73,002226.SZ,安徽盾安化工集团有限公司,8.69
30,002226.SZ,诸暨永天投资有限公司,4.3
85,002226.SZ,浙江青鸟旅游投资集团有限公司,3.98
0,002227.SZ,欧华实业有限公司,57.57
53,002227.SZ,深圳市宁泰科技投资有限公司,2.74
47,002227.SZ,深圳市盛能投资管理有限公司,2.7
12,002227.SZ,深圳市林园投资管理有限责任公司-林园投资132号私募证券投资基金,1.99
9,002227.SZ,深圳市林园投资管理有限责任公司-林园投资133号私募证券投资基金,1.99
29,002228.SZ,新疆兴汇聚股权投资管理有限合伙企业,33.96
96,002228.SZ,宏立投资有限公司,10.66
60,002228.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,4.79
84,002228.SZ,宁波融商汇诚投资管理合伙企业(有限合伙),1.72
78,002228.SZ,UBS AG,1.49
93,002229.SZ,尤丽娟,14.9504
2,002229.SZ,河南寓泰控股有限公司,14.3
1,002229.SZ,河南辉熠贸易有限公司,8.03
92,002229.SZ,尤玉仙,7.742
94,002229.SZ,尤友岳,5.7255
95,002230.SZ,中国移动通信有限公司,12.85
90,002230.SZ,刘庆峰,7.56
83,002230.SZ,中科大资产经营有限责任公司,3.99
4,002230.SZ,香港中央结算有限公司(陆股通),3.52
1,002230.SZ,葛卫东,2.33
43,002231.SZ,瑞丽市瑞丽湾旅游开发有限公司,27.95
28,002231.SZ,杜方,19.44
92,002231.SZ,何美香,1.44
56,002231.SZ,喻建华,1.13
54,002231.SZ,陈树林,0.94
12,002232.SZ,中国第一汽车集团有限公司,48.67
75,002232.SZ,长春净月潭建设投资集团有限公司,7.05
14,002232.SZ,长春净月高新技术产业开发区智慧城市建设发展有限公司,7.05
49,002232.SZ,中央汇金资产管理有限责任公司,1.06
40,002232.SZ,吴建会,0.99
46,002233.SZ,钟烈华,16.61
48,002233.SZ,彭倩,9.56
84,002233.SZ,徐永寿,9.52
92,002233.SZ,张能勇,7.79
1,002233.SZ,香港中央结算有限公司(陆股通),4.91
64,002234.SZ,孙希民,31.22
96,002234.SZ,孙宪法,11.1
86,002234.SZ,谷永辉,2.66
91,002234.SZ,中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金,2.65
89,002234.SZ,青岛国信金融控股有限公司,2.48
37,002235.SZ,林旭曦,14.93
98,002235.SZ,杨超,8.7846
53,002235.SZ,张杰,7.9041
70,002235.SZ,雷建,3.75
79,002235.SZ,冯建庆,2.87
64,002236.SZ,傅利泉,36.1
57,002236.SZ,朱江明,6.22
28,002236.SZ,香港中央结算有限公司(陆股通),5.7922
1,002236.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,4.59
72,002236.SZ,陈爱玲,2.38
1,002237.SZ,江西铜业股份有限公司,44.48
93,002237.SZ,烟台恒邦集团有限公司,35.87
78,002237.SZ,王信恩,6.85
83,002237.SZ,中央汇金资产管理有限责任公司,2.2
70,002237.SZ,香港中央结算有限公司(陆股通),1.85
62,002238.SZ,深圳广播电影电视集团,57.77
50,002238.SZ,中国电信股份有限公司,7.88
65,002238.SZ,深圳市宝安区国有资产监督管理委员会,5.11
47,002238.SZ,深圳市宝安区国有资产监督管理局,5.11
91,002238.SZ,深圳市龙岗区国有资产监督管理委员会,4.04
53,002239.SZ,王进飞,16.16
97,002239.SZ,江苏帝奥控股集团股份有限公司,13.95
67,002239.SZ,江苏天佑金淦投资有限公司,11.3
71,002239.SZ,北京天佑投资有限公司,10.39
84,002239.SZ,珠海天运鼎成企业管理中心(有限合伙),2.01
88,002240.SZ,深圳盛屯集团有限公司,15.94
75,002240.SZ,李晓奇,8.29
81,002240.SZ,李建华,7.62
60,002240.SZ,深圳市前海睿泽资产管理有限公司-深圳市前海睿泽拾叁号投资合伙企业(有限合伙),5.48
53,002240.SZ,深圳市前海睿泽拾三号投资合伙企业(有限合伙),5.48
98,002241.SZ,歌尔集团有限公司,18.67
99,002241.SZ,姜滨,15.41
14,002241.SZ,姜龙,6.08
28,002241.SZ,香港中央结算有限公司(陆股通),5.99
41,002241.SZ,中国证券金融股份有限公司,2.56
12,002242.SZ,上海力鸿企业管理有限公司,50.12
85,002242.SZ,上海力鸿新技术投资有限公司,50.1
10,002242.SZ,BILTING DEVELOPMENTS LIMITED,16.94
15,002242.SZ,香港中央结算有限公司(陆股通),8.32
75,002242.SZ,中央汇金资产管理有限责任公司,4.99
82,002243.SZ,深圳市通产集团有限公司,51.52
57,002243.SZ,深圳清研投资控股有限公司,35.79
56,002243.SZ,北京嘉实元泰投资中心(有限合伙),9.37
34,002243.SZ,上海红豆骏达资产管理有限公司,6.49
28,002243.SZ,深圳鼎晟合泰投资咨询合伙企业(有限合伙),4.91
35,002244.SZ,杭州滨江投资控股有限公司,42.95
0,002244.SZ,戚金兴,11.78
29,002244.SZ,莫建华,3.22
57,002244.SZ,朱慧明,3.22
30,002244.SZ,香港中央结算有限公司(陆股通),3.13
70,002245.SZ,澳洋集团有限公司,17.34
26,002245.SZ,绿伟有限公司,15.05
35,002245.SZ,昌正有限公司,7.1
61,002245.SZ,吴建勇,5.0
13,002245.SZ,潘小兰,5.0
77,002246.SZ,山西新华防护器材有限责任公司,18.06
0,002246.SZ,中兵投资管理有限责任公司,16.28
55,002246.SZ,中国北方化学工业集团有限公司,9.24
83,002246.SZ,泸州北方化学工业有限公司,8.59
67,002246.SZ,西安北方惠安化学工业有限公司,8.49
0,002247.SZ,余海峰,15.33
89,002247.SZ,宁波启亚天道企业管理咨询有限公司,9.4
95,002247.SZ,宁波揽众天道投资管理有限公司,9.4
34,002247.SZ,卜静静,5.0
25,002247.SZ,姜飞雄,4.35
22,002248.SZ,威海威高国际医疗投资控股有限公司,17.5
60,002248.SZ,山东省高新技术创业投资有限公司,4.91
69,002248.SZ,汤世贤,4.71
73,002248.SZ,彭汉光,2.01
8,002248.SZ,唐鑛,1.53
90,002249.SZ,鲁楚平,31.85
65,002249.SZ,西藏升安能实业有限公司,6.368
78,002249.SZ,徐海明,6.23
80,002249.SZ,石河子市庞德大洋股权投资合伙企业(有限合伙),3.64
83,002249.SZ,西藏安乃达实业有限公司,2.04
10,002250.SZ,牟金香,27.57
58,002250.SZ,全国社保基金五零三组合,3.92
94,002250.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,3.35
93,002250.SZ,张有志,2.7
72,002250.SZ,国泰君安证券资管-建设银行-国泰君安君得鑫股票集合资产管理计划,2.54
