,TS代码,法人代表,总经理,董秘,城市
3752,300078.SZ,章笠中,章笠中,孙新军,杭州市
3753,002453.SZ,沈明宏,张杰,吕博,苏州市
3754,300085.SZ,陈向军,李军,宋卢亮,深圳市
3755,300145.SZ,杭军,沈金浩,徐金磊,杭州市
3756,300148.SZ,袁雄贵,肖翛,喻宇汉,长沙市
3757,688365.SH,谭光华,谭光华,刘宇,杭州市
3758,300694.SZ,王洪其,王洪其,王晓君,无锡市
3759,688558.SH,潘卫国,潘卫国,卫红燕,南通市
3760,603115.SH,周小兵,孙新明,葛艳锋,南通市
3761,688096.SH,李武林,李武林,苏海娟,南通市
3762,300141.SZ,姚建华,姚建华,徐书杰,苏州市
3763,002481.SZ,杨君敏,李玉林,师恩战,烟台市
3764,002483.SZ,吴建,吴建,谢贵兴,南通市
3765,603003.SH,徐增增,刘策,胡湧,上海市
3766,002382.SZ,刘文静,刘文静,钟舒乔,淄博市
3767,002630.SZ,黎仁超,毛继红,徐琳,自贡市
3768,002392.SZ,赵继增,赵伟,何枫,北京市
3769,300277.SZ,应叶萍,应叶萍,陈翔,深圳市
3770,603888.SH,田舒斌,田舒斌,杨庆兵,北京市
3771,601111.SH,宋志勇,,周峰,北京市
3772,002673.SZ,徐朝晖,齐冰,黄斌,西安市
3773,300799.SZ,张军,何朝晖,孙光来,北京市
3774,601179.SH,白忠泉,裴振江,田喜民,西安市
3775,300113.SZ,华勇,华勇,俞国燕,杭州市
3776,300112.SZ,傅宇晨,傅晓阳,叶玲莉,深圳市
3777,002561.SZ,华欣,王斌,庞维聆,上海市
3778,300121.SZ,王文博,王文博,王超,聊城市
3779,002405.SZ,岳涛,程鹏,孟庆昕,北京市
3780,300100.SZ,邬建斌,邬建斌,朱黎明,宁波市
3781,300092.SZ,林祯华,李勇,杨辉,德阳市
3782,002357.SZ,董和玉,蔡亮发,曹洪,绵阳市
3783,688199.SH,赵国锋,解敏雨,郝蕾,天津市
3784,002827.SZ,杨丽华,拉巴次仁,刘长江,拉萨市
3785,002926.SZ,杨炯洋,杨炯洋,曾颖,成都市
3786,601985.SH,刘敬,马明泽,罗小未,北京市
3787,300702.SZ,屠勇军,屠勇军,王艳,台州市
3788,605388.SH,王均豪,许彪,郭沁,宜昌市
3789,002341.SZ,廖垚,廖垚,李洪流,深圳市
3790,300118.SZ,谢健,谢健,雪山行,宁波市
3791,300129.SZ,张福林,邹涛,陈杰,上海市
3792,300133.SZ,傅梅城,赵依芳,张思拓,杭州市
3793,300037.SZ,覃九三,周达文,贺靖策,深圳市
3794,002411.SZ,谷晓嘉,谷晓嘉,谷晓嘉,延安市
3795,002428.SZ,包文东,包文东,金洪国,临沧市
3796,002442.SZ,刘鹏达,魏亮,刘飞舟,邢台市
3797,002401.SZ,蔡惠星,周群,戴静,上海市
3798,300136.SZ,彭浩,彭浩,杨明辉,深圳市
3799,002748.SZ,张海清,张海清,章慧琳,景德镇市
3800,300193.SZ,潘磊,潘磊,李锐,深圳市
3801,688518.SH,韩金龙,贾松,谢强,深圳市
3802,688186.SH,徐卫明,徐卫明,马静,苏州市
3803,300109.SZ,王坚强,张军政,邢小亮,焦作市
3804,002505.SZ,葛俊杰,沈伟平,葛俊杰,怀化市
3805,002511.SZ,邓颖忠,邓冠彪,周启超,中山市
3806,002424.SZ,姜伟,牛民,牛民,安顺市
3807,002464.SZ,李化亮,朱恩乐,郑维,伊犁哈萨克自治州
3808,002393.SZ,徐道情,王福军,马霏霏,天津市
3809,002394.SZ,薛庆龙,于拥军,潘志刚,南通市
3810,300036.SZ,钟耳顺,宋关福,翟利辉,北京市
3811,300054.SZ,朱双全,朱顺全,杨平彩,武汉市
3812,300094.SZ,李忠,李忠,姚兴存,湛江市
3813,601512.SH,赵志松,赵志松,唐筱卫,苏州市
3814,300108.SZ,孙军,许蔚,孙军,通化市
3815,300156.SZ,杜斌,,杜斌,北京市
3816,300154.SZ,邱光,邱光,孔亮,深圳市
3817,002738.SZ,王平卫,王平卫,张津伟,北京市
3818,300098.SZ,刘双广,刘双广,黄璨,广州市
3819,300087.SZ,覃衡德,张琴,张庆一,合肥市
3820,002388.SZ,许雷宇,胡大富,伍娜,深圳市
3821,300066.SZ,李建林,李强祖,倪国强,鹰潭市
3822,002301.SZ,陈钦鹏,陈钦鹏,黄家兵,深圳市
3823,300229.SZ,李渝勤,施水才,何东炯,北京市
3824,300661.SZ,张世龙,张世龙,张勤,北京市
3825,603488.SH,韩铁林,金培荣,常呈建,无锡市
3826,002494.SZ,贺国英,贺素成,郗惠宁,沧州市
3827,002485.SZ,韩刚,刘宏娟,梁月明,潍坊市
3828,300401.SZ,邵徐君,马焕政,喻铨衡,金华市
3829,002508.SZ,任建华,任富佳,王刚,杭州市
3830,002413.SZ,戴斌,刘峰,高立宁,常州市
3831,002416.SZ,黄文辉,周友盟,吴海南,深圳市
3832,002486.SZ,潘国正,潘国正,胡培培,上海市
3833,002369.SZ,陈新民,萧维周,杨栋,深圳市
3834,002516.SZ,沈介良,吴凯,陈艳,常州市
3835,002468.SZ,陈德军,王文彬,陈海建,台州市
3836,603886.SH,张秀琬,张乙涛,沈慧,上海市
3837,603507.SH,胡震,刘浩堂,袁建军,无锡市
3838,300797.SZ,李波,杨植岗,刘彬,北京市
3839,300131.SZ,胡庆周,胡庆周,刘林,深圳市
3840,002465.SZ,杨海洲,余青松,舒剑刚,广州市
3841,002538.SZ,金国清,金政辉,袁其荣,宣城市
3842,300031.SZ,包志方,包志方,张利乾,无锡市
3843,300089.SZ,蔡廷祥,蔡廷祥,蔡廷祥,潮州市
3844,300253.SZ,周炜,王涛,靳茂,上海市
3845,300238.SZ,张永明,王新志,赵军会,广州市
3846,601188.SH,王庆波,龚宏,戴琦,哈尔滨市
3847,300232.SZ,林洺锋,林洺锋,祝郁文,深圳市
3848,300662.SZ,高勇,李跃章,陈崧,北京市
3849,601718.SH,袁海黎,段银海,邱卫兵,北京市
3850,002753.SZ,刘东杰,苏国贤,张巍,运城市
3851,688568.SH,付琨,邵宗有,陈伟,北京市
3852,603489.SH,王清华,王清华,周琴,苏州市
3853,300123.SZ,李跃先,胡代荣,夏亦才,益阳市
3854,300122.SZ,蒋仁生,蒋仁生,秦菲,重庆市
3855,688070.SH,任斌,任斌,李小燕,成都市
3856,601518.SH,郝晶祥,李晓峰,隋庆,长春市
3857,002456.SZ,赵伟,赵伟,郭瑞,深圳市
3858,300053.SZ,颜志宇,颜志宇,吴可嘉,珠海市
3859,300057.SZ,杜成城,杜成城,黄薇,汕头市
3860,300055.SZ,王长荣,何勇,杜政修,北京市
3861,002734.SZ,李新生,孙敬权,林青,徐州市
3862,300305.SZ,王建新,刘全,刘全,常州市
3863,002624.SZ,池宇峰,鲁晓寅,马骏,湖州市
3864,300265.SZ,张忠,薛万健,姜独松,南通市
3865,300616.SZ,李连柱,周淑毅,何裕炳,广州市
3866,300905.SZ,徐毅明,龚福明,袁晓锋,苏州市
3867,688466.SH,张慧春,刘正洪,陈安娜,北京市
3868,603022.SH,曹文洁,杨方明,徐宏菁,上海市
3869,300846.SZ,曲宁,曲宁,杨丽萍,北京市
3870,300634.SZ,杨良志,白琳,陈学军,深圳市
3871,300058.SZ,赵文权,赵文权,秦峰,北京市
3872,300377.SZ,唐球,李跃峰,程霞,深圳市
3873,300762.SZ,卜智勇,胡世平,顾小华,上海市
3874,601616.SH,赵淑文,赵淑文,WANG HAO,上海市
3875,300215.SZ,胡德霖,胡德霖,胡德霖,苏州市
3876,603355.SH,倪祖根,倪祖根,王平平,苏州市
3877,300759.SZ,楼柏良,楼柏良,李承宗,北京市
3878,300612.SZ,邬涛,刘洋,任翔,北京市
3879,603311.SH,丁伊可,丁伊可,穆玲婷,绍兴市
3880,002574.SZ,虞阿五,虞豪华,虞豪华,绍兴市
3881,300440.SZ,何鸿云,卜显利,王海峰,成都市
3882,300065.SZ,申万秋,申万秋,姜楠,北京市
3883,002603.SZ,吴相君,吴相君,吴瑞,石家庄市
3884,300153.SZ,谢松峰,周路来,徐坤,上海市
3885,002512.SZ,陈融圣,陈融圣,张高利,福州市
3886,300244.SZ,陈海斌,黄柏兴,沈立军,杭州市
3887,300125.SZ,王正育,王正育,刘琦,大连市
3888,300128.SZ,顾清,方永刚,宋峰,苏州市
3889,300354.SZ,刘士钢,熊卫华,何玲,泰州市
3890,300126.SZ,吴明厅,吴明厅,徐秀兰,上海市
3891,002348.SZ,杨旭恩,杨旭恩,马少滨,揭阳市
3892,002487.SZ,金鑫,孙晓乐,陈睿,阜新市
3893,002349.SZ,尹红宇,周云中,王剑锋,南通市
3894,002495.SZ,林平涛,林长浩,许钦鸿,揭阳市
3895,300064.SZ,郭留希,刘永奇,郭留希,郑州市
3896,002374.SZ,钱建蓉,朱亚辉,朱拓,烟台市
3897,002389.SZ,胡梅晓,秦永明,杜志喜,台州市
3898,002395.SZ,刘连伟,刘连伟,沈铭,无锡市
3899,002387.SZ,程涛,张德强,刘宇宙,苏州市
3900,300218.SZ,姚和平,姚和平,刘松霞,合肥市
3901,002556.SZ,刘贵华,刘贵华,董庆,合肥市
3902,603026.SH,郭天明,于海明,吕俊奇,东营市
3903,300402.SZ,高颀,吴丕杰,刘义忠,南京市
3904,300132.SZ,李勇,李勇,骆棋辉,南平市
3905,002997.SZ,柴震,柴震,何章勇,芜湖市
3906,002539.SZ,牟嘉云,宋睿,王生兵,成都市
3907,601106.SH,陆文俊,陆文俊,胡恩国,齐齐哈尔市
3908,002503.SZ,马鸿,伍骏,廖岗岩,东莞市
3909,300325.SZ,周建明,周建明,李红梅,苏州市
3910,300143.SZ,刘钢,刘钢,胡园园,青岛市
3911,300048.SZ,伏拥军,宁裕,范潇,北京市
3912,002566.SZ,张益胜,薛晓民,丁富君,通化市
3913,002390.SZ,安怀略,孔令忠,陈船,黔南布依族苗族自治州
3914,002398.SZ,蔡永太,蔡永太,林祥毅,厦门市
3915,603999.SH,刘永升,,杨宗峰,兰州市
3916,002532.SZ,曾超林,曾超林,周建良,台州市
3917,002702.SZ,滕用庄,滕用严,张颖娟,福州市
3918,002609.SZ,唐健,赵勇,王恒波,深圳市
3919,603577.SH,刘锋,刘锋,朱芳莹,青岛市
3920,002693.SZ,王成栋,Li Jianming,于晓风,海口市
3921,300452.SZ,尹正龙,尹正龙,胡浩,淮南市
3922,002565.SZ,郭翥,郭翥,路晶晶,上海市
3923,002614.SZ,邹剑寒,邹剑寒,李巧巧,厦门市
3924,002472.SZ,吴长鸿,MIN ZHANG(张民),陈海霞,台州市
3925,002569.SZ,王春江,杜欣,张优,绍兴市
3926,002889.SZ,孙卫平,孙卫平,李旭阳,深圳市
3927,002458.SZ,曹积生,曹积生,林杰,烟台市
3928,300043.SZ,陈雁升,陈创煌,刘胜华,汕头市
3929,002378.SZ,黄世春,黄世春,刘佶,赣州市
3930,300046.SZ,邢雁,袁雄,康进,襄阳市
3931,300159.SZ,匡理鹏,匡理鹏,方德松,乌鲁木齐市
3932,300223.SZ,刘强,刘强,张敏,北京市
3933,300191.SZ,周锦明,周锦明,张卉,北京市
3934,603558.SH,张茂义,张茂义,张望望,杭州市
3935,300424.SZ,卜范胜,胡琨,胡珺,广州市
3936,002831.SZ,王华君,王华君,张恩芳,深圳市
3937,002740.SZ,李勇,李勇,朱新武,龙岩市
3938,002626.SZ,江斌,江斌,洪彦,厦门市
3939,002615.SZ,吕强,郭峻峰,彭敏,金华市
3940,002475.SZ,王来春,王来春,黄大伟,深圳市
3941,300120.SZ,陈建波,陈建波,江海清,天津市
3942,002333.SZ,宫长义,黄同裕,施健,苏州市
3943,002330.SZ,郑思敏,于瑞波,刘鹏,潍坊市
3944,300050.SZ,王耘,王耘,许泽权,珠海市
3945,002408.SZ,车成聚,车成聚,张军,淄博市
3946,002355.SZ,魏翔,高赫男,宋晓刚,烟台市
3947,300029.SZ,刘文平,刘文平,项新周,常州市
3948,603159.SH,谢亚明,徐志刚,王忠明,上海市
3949,603079.SH,洪爱,周斌,徐建新,台州市
3950,300433.SZ,周群飞,周群飞,钟臻卓,长沙市
3951,603536.SH,惠增玉,惠增玉,魏学军,潍坊市
3952,603967.SH,李松青,葛言华,楚旭日,青岛市
3953,600989.SH,刘元管,刘元管,黄爱军,银川市
3954,300188.SZ,滕达,申强,蔡志评,厦门市
3955,688560.SH,闫洪嘉,闫洪嘉,叶勇,宜春市
3956,300383.SZ,耿殿根,杨宇航,高宏,北京市
3957,300929.SZ,王健,郑杰,陈亮,马鞍山市
3958,688165.SH,许礼进,游玮,许礼进,芜湖市
3959,688819.SH,杨建芬,杨建芬,胡敏翔,湖州市
3960,002840.SZ,朱俭军,朱俭军,朱婉珍,金华市
3961,002853.SZ,马礼斌,马礼斌,管国华,中山市
3962,603868.SH,李丐腾,李丐腾,郭加广,上海市
3963,002682.SZ,王跃荣,蓝能旺,刘材文,龙岩市
3964,002537.SZ,刘国平,刘国平,亓秀美,青岛市
3965,603983.SH,孙怀庆,孙怀庆,孙怀庆,广州市
3966,300808.SZ,卓楚光,卓楚光,李侨,广州市
3967,688596.SH,YU DONG LEI,YU DONG LEI,虞文颖,上海市
3968,300553.SZ,楼荣伟,楼荣伟,陈旭初,杭州市
3969,002895.SZ,吴海斌,吴海斌,李建,黔南布依族苗族自治州
3970,300495.SZ,王迎燕,王迎燕,赵湘,无锡市
3971,603385.SH,王惠文,王彦庆,张春玉,唐山市
3972,300821.SZ,郑建青,郑建青,张秀磊,淄博市
3973,603739.SH,黄炳亮,陈刚,姜勇,青岛市
3974,002522.SZ,陈健,陈健,许丽秀,嘉兴市
3975,003015.SZ,陈超,陈超,徐一佳,苏州市
3976,300603.SZ,王刚,周路,宋历丽,乌鲁木齐市
3977,603616.SH,田玉波,田玉波,孙雪,北京市
3978,300866.SZ,阳萌,赵东平,张希,长沙市
3979,002741.SZ,郑靭,郑靭,杨荣政,汕头市
3980,603040.SH,徐纳,徐纳,郑晓玲,杭州市
3981,300166.SZ,管连平,管连平,刘彦斐,北京市
3982,603300.SH,胡丹锋,胡丹锋,郭海滨,杭州市
3983,601226.SH,文端超,郭树旺,赵江,北京市
3984,688079.SH,葛文志,葛文志,王懿伟,杭州市
3985,300512.SZ,史中伟,史正,史中伟,杭州市
3986,002582.SZ,石聚彬,石聚彬,豆妍妍,郑州市
3987,002714.SZ,秦英林,秦英林,秦军,南阳市
3988,603266.SH,胡建立,胡建立,虞建锋,宁波市
3989,300909.SZ,李明,李明,许文龙,深圳市
3990,300724.SZ,余仲,李时俊,汪愈康,深圳市
3991,003032.SZ,黎活明,方立勋,曲晓燕,宿迁市
3992,601016.SH,刘斌,刘斌,罗杰,北京市
3993,002672.SZ,谭侃,谭侃,李泽华,深圳市
3994,002901.SZ,林志雄,罗炯,华贤楠,厦门市
3995,601138.SH,李军旗,郑弘孟,郭俊宏,深圳市
3996,603365.SH,李裕陆,李裕陆,王娟,上海市
3997,300667.SZ,代啸宁,代啸宁,胡丹,北京市
3998,300815.SZ,周平,周平,王东焱,安庆市
3999,603229.SH,郑志国,郑志国,李震宇,台州市
4000,300945.SZ,孙松鹤,孙松鹤,许恬,杭州市
4001,002701.SZ,周云杰,沈陶,高树军,北京市
4002,688588.SH,张宝泉,张宝泉,王慧,苏州市
4003,300496.SZ,赵鸿飞,赵鸿飞,王焕欣,北京市
4004,603789.SH,章沈强,章沈强,王黎明,湖州市
4005,601865.SH,阮洪良,阮洪良,阮泽云,嘉兴市
4006,688500.SH,赵龙,赵龙,徐景武,北京市
4007,300756.SZ,邓志毅,刘喜旺,曾庆远,中山市
4008,688418.SH,吴闽华,吴闽华,周春华,深圳市
4009,603309.SH,韩广源,韩广源,张增勇,广州市
4010,002995.SZ,信意安,信意安,李旭,北京市
4011,300562.SZ,潘伟潮,麦炯章,徐浪,中山市
4012,002652.SZ,王功虎,王功虎,赵丹,苏州市
4013,603060.SH,马振珠,朱连滨,宋开森,北京市
4014,300453.SZ,彭义兴,毛志平,刘明,南昌市
4015,002837.SZ,齐勇,齐勇,欧贤华,深圳市
4016,002696.SZ,王建辉,刘康,扈鑫,南宁市
4017,300211.SZ,王桂珍,王桂珍,周叙明,苏州市
4018,300298.SZ,李少波,李少波,黄安国,长沙市
4019,300399.SZ,高磊,邝青,赵楠,上饶市
4020,300847.SZ,张民忠,汪学文,申其林,邯郸市
4021,603335.SH,赵瑞贞,赵瑞贞,赵瑞贞,江门市
4022,300677.SZ,刘方毅,陈琼,李斌,淄博市
4023,300579.SZ,詹榜华,林雪焰,齐秀彬,北京市
4024,605228.SH,方立锋,方立锋,蒋红娣,宁波市
4025,605018.SH,王长土,王庆,车斌,宁波市
4026,300516.SZ,王振华,李海波,陆磊,武汉市
4027,300266.SZ,李建雄,孙明非,刘慧,杭州市
4028,300849.SZ,阮荣涛,阮棋江,段刘滨,绍兴市
4029,601595.SH,王健儿,陈果,戴运,上海市
4030,002996.SZ,王真见,王增潮,王珲,重庆市
4031,300938.SZ,吕杰中,王建军,蔡大贵,深圳市
4032,300281.SZ,汪帆,马佳圳,郑芸,汕头市
4033,002870.SZ,赵玉昆,王咸车,龙伟胜,中山市
4034,603187.SH,邵伟,邵伟,赵定勇,青岛市
4035,603315.SH,石鹏,石鹏,秦帅,鞍山市
4036,300600.SZ,郦几宁,龚瑞良,王东,苏州市
4037,603936.SH,徐缓,徐缓,黄晓丹,梅州市
4038,002865.SZ,陆小红,陆小红,郑彤,海口市
4039,603996.SH,周庭坚,周庭坚,周庭坚,台州市
4040,002851.SZ,童永胜,童永胜,王涛,深圳市
4041,300556.SZ,李萌迪,李萌迪,王军平,深圳市
4042,603918.SH,金史平,金史平,高冬冬,上海市
4043,300576.SZ,林海望,黄勇,蔡启上,深圳市
4044,300252.SZ,黄昌华,余昕,伍婧娉,深圳市
4045,605166.SH,傅昌宝,毛新华,姚双燕,杭州市
4046,002752.SZ,林永贤,林永保,刘嘉屹,福州市
4047,603933.SH,杨维坚,杨维坚,蓝李春,福州市
4048,300752.SZ,吕小霞,吴新理,刘俊丽,深圳市
4049,300791.SZ,林培青,林培青,郑丽群,汕头市
4050,003816.SZ,杨长利,高立刚,尹恩刚,深圳市
4051,002979.SZ,李卫平,李卫平,杨立望,深圳市
4052,002604.SZ,程少博,朱占祥,杨少德,德州市
4053,688300.SH,李晓冬,李晓冬,柏林,连云港市
4054,603028.SH,沈生泉,林柱英,杨雪,无锡市
4055,300194.SZ,汪天祥,汪天祥,汤沁,重庆市
4056,603970.SH,苏毅,苏毅,黄柏集,北京市
4057,300573.SZ,刘继东,刘继东,张少尧,沈阳市
4058,002779.SZ,吴明根,吴明根,方路遥,金华市
4059,603260.SH,罗立国,罗立国,龚吉平,嘉兴市
4060,603021.SH,许金新,樊春雷,李永建,威海市
4061,300770.SZ,杨德建,杨德建,粟巍,广州市
4062,002685.SZ,翁耀根,翁杰,程锦,无锡市
4063,300588.SZ,何开文,岳亚梅,杨程,乌鲁木齐市
4064,603776.SH,孙继胜,孙继胜,董萍,常州市
4065,603713.SH,陈银河,陈银河,缪蕾敏,上海市
4066,605155.SH,柳庆华,柳庆华,柳英,绍兴市
4067,603707.SH,唐咏群,唐咏群,黄锡伟,南京市
4068,603188.SH,许芸霞,卢建平,张丽娜,常州市
4069,002815.SZ,姜雪飞,姜雪飞,余忠,深圳市
4070,603239.SH,李起富,金桂云,项青锋,台州市
4071,300788.SZ,王斌,,王丹军,北京市
4072,601949.SH,黄志坚,李岩,刘禹,北京市
4073,300908.SZ,孙耀志,朱新成,王飞,南阳市
4074,300374.SZ,孙宝良,孙宝良,谭黎明,北京市
4075,300428.SZ,臧立国,臧永兴,李志国,保定市
4076,300783.SZ,章燎源,章燎源,潘道伟,芜湖市
4077,300749.SZ,林新达,林新达,徐冬梅,中山市
4078,688313.SH,葛海泉,葛海泉,钟飞,鹤壁市
4079,300852.SZ,刘天明,刘天明,黄倩怡,肇庆市
4080,603766.SH,涂建华,高勇,邹莎,重庆市
4081,002676.SZ,莫绮颜,莫绮颜,李笛鸣,佛山市
4082,002875.SZ,曹璋,曹璋,蒋春,深圳市
4083,300664.SZ,王鹏鹞,王鹏鹞,夏淑芬,无锡市
4084,002850.SZ,励建立,励建炬,罗丽娇,深圳市
4085,300332.SZ,陈作涛,温雷筠,汪芳敏,北京市
4086,300501.SZ,林武辉,林武辉,杨高锋,上海市
4087,603059.SH,张文生,张文生,王新余,扬州市
4088,603486.SH,庄建华,庄建华,马建军,苏州市
4089,603816.SH,顾江生,李东来,陈邦灯,杭州市
4090,002812.SZ,PAUL XIAOMING LEE,李晓华,熊炜,玉溪市
4091,300299.SZ,缪品章,陈苹,林建平,福州市
4092,002775.SZ,李从文,高育慧,程玉姣,深圳市
4093,688311.SH,刘荣,刘荣,向静,成都市
4094,603013.SH,郝建,姜林,朱磊,扬州市
4095,002564.SZ,俞铮庆,俞铮庆,王煜,苏州市
4096,300943.SZ,杨广宇,梁柏松,陈峰,绍兴市
4097,300895.SZ,吴立,高鸿波,刘毅,北京市
4098,603556.SH,周良璋,张仕权,金依,杭州市
4099,300753.SZ,王凝宇,张智慧,缪飞,南通市
4100,002585.SZ,吴培服,吴培服,吴迪,宿迁市
4101,603687.SH,方能斌,方聪艺,胡鑫,杭州市
4102,603030.SH,朱斌,陈文,蔡冠华,上海市
4103,300654.SZ,任志鸿,任伦,张立杰,淄博市
4104,002717.SZ,尹洪卫,尹洪卫,张平,东莞市
4105,603767.SH,吴江,刘青林,张春生,台州市
4106,300262.SZ,张春霖,王贤,张春霖,上海市
4107,002597.SZ,杨乐,夏家信,刘洋,滁州市
4108,688788.SH,刘建德,刘建德,庄丽华,深圳市
4109,688369.SH,徐石,徐石,陶维浩,北京市
4110,002920.SZ,TAN CHOON LIM,高大鹏,章俊,惠州市
4111,300490.SZ,黄文宝,佘朋鲋,宋辉,长沙市
4112,605169.SH,刘洪兵,刘洪兵,秦明,巴音郭楞蒙古自治州
4113,603338.SH,许树根,许树根,梁金,湖州市
4114,002700.SZ,张云峰,冷新卫,徐培蓓,阿克苏地区
4115,002864.SZ,谢晓林,谢晓林,吴杰,商洛市
4116,002550.SZ,王耀方,王轲,姚毅,常州市
4117,601086.SH,张国芳,张辉,孟丽,兰州市
4118,603006.SH,徐涛明,林晓峰,宋韵芸,上海市
4119,603108.SH,赵伟东,刘辉,张诚栩,上海市
4120,300581.SZ,WU JIAN(吴坚),吴星宇,张军妮,西安市
4121,300565.SZ,陈登志,陈登志,杨亚坤,深圳市
4122,300919.SZ,邓伟明,邓伟明,廖恒星,铜仁市
4123,688586.SH,宋祖铭,邓长权,王永骞,合肥市
4124,002789.SZ,刘海云,刘海云,高仲华,深圳市
4125,603208.SH,吴水根,王忠,郑宏有,衢州市
4126,300746.SZ,岑政平,杨小军,李娴,杭州市
4127,300481.SZ,吴悲鸿,吴悲鸿,陈淑敏,濮阳市
