,TS代码,股票代码,股票名称,行业,市场类型
1957,300515.SZ,300515,三德科技,电器仪表,创业板
1958,300516.SZ,300516,久之洋,电器仪表,创业板
1959,300517.SZ,300517,海波重科,建筑工程,创业板
1960,300518.SZ,300518,盛讯达,软件服务,创业板
1961,300519.SZ,300519,新光药业,中成药,创业板
1962,300520.SZ,300520,科大国创,软件服务,创业板
1963,300521.SZ,300521,爱司凯,专用机械,创业板
1964,300522.SZ,300522,世名科技,染料涂料,创业板
1965,300523.SZ,300523,辰安科技,软件服务,创业板
1966,300525.SZ,300525,博思软件,软件服务,创业板
1967,300526.SZ,300526,中潜股份,专用机械,创业板
1968,300527.SZ,300527,中船应急,专用机械,创业板
1969,300528.SZ,300528,幸福蓝海,影视音像,创业板
1970,300529.SZ,300529,健帆生物,医疗保健,创业板
1971,300530.SZ,300530,达志科技,化工原料,创业板
1972,300531.SZ,300531,优博讯,软件服务,创业板
1973,300532.SZ,300532,今天国际,软件服务,创业板
1974,300533.SZ,300533,冰川网络,软件服务,创业板
1975,300534.SZ,300534,陇神戎发,中成药,创业板
1976,300535.SZ,300535,达威股份,化工原料,创业板
1977,300536.SZ,300536,农尚环境,建筑工程,创业板
1978,300537.SZ,300537,广信材料,染料涂料,创业板
1979,300538.SZ,300538,同益股份,批发业,创业板
1980,300539.SZ,300539,横河模具,塑料,创业板
1981,300540.SZ,300540,深冷股份,专用机械,创业板
1982,300541.SZ,300541,先进数通,软件服务,创业板
1983,300542.SZ,300542,新晨科技,软件服务,创业板
1984,300543.SZ,300543,朗科智能,电气设备,创业板
1985,300545.SZ,300545,联得装备,专用机械,创业板
1986,300546.SZ,300546,雄帝科技,元器件,创业板
1987,300547.SZ,300547,川环科技,橡胶,创业板
1988,300548.SZ,300548,博创科技,元器件,创业板
1989,300549.SZ,300549,优德精密,专用机械,创业板
1990,300550.SZ,300550,和仁科技,软件服务,创业板
1991,300551.SZ,300551,古鳌科技,IT设备,创业板
1992,300552.SZ,300552,万集科技,软件服务,创业板
1993,300553.SZ,300553,集智股份,电器仪表,创业板
1994,300554.SZ,300554,三超新材,矿物制品,创业板
1995,300555.SZ,300555,路通视信,通信设备,创业板
1996,300556.SZ,300556,丝路视觉,软件服务,创业板
1997,300557.SZ,300557,理工光科,电器仪表,创业板
1998,300558.SZ,300558,贝达药业,化学制药,创业板
1999,300559.SZ,300559,佳发教育,软件服务,创业板
2000,300560.SZ,300560,中富通,通信设备,创业板
2001,300561.SZ,300561,汇金科技,软件服务,创业板
2002,300562.SZ,300562,乐心医疗,医疗保健,创业板
2003,300563.SZ,300563,神宇股份,通信设备,创业板
2004,300564.SZ,300564,筑博设计,建筑工程,创业板
2005,300565.SZ,300565,科信技术,通信设备,创业板
2006,300566.SZ,300566,激智科技,元器件,创业板
2007,300567.SZ,300567,精测电子,电器仪表,创业板
2008,300568.SZ,300568,星源材质,化工原料,创业板
2009,300569.SZ,300569,天能重工,专用机械,创业板
2010,300570.SZ,300570,太辰光,元器件,创业板
2011,300571.SZ,300571,平治信息,互联网,创业板
2012,300572.SZ,300572,安车检测,电器仪表,创业板
2013,300573.SZ,300573,兴齐眼药,化学制药,创业板
2014,300575.SZ,300575,中旗股份,农药化肥,创业板
2015,300576.SZ,300576,容大感光,染料涂料,创业板
2016,300577.SZ,300577,开润股份,纺织,创业板
2017,300578.SZ,300578,会畅通讯,通信设备,创业板
2018,300579.SZ,300579,数字认证,软件服务,创业板
2019,300580.SZ,300580,贝斯特,汽车配件,创业板
2020,300581.SZ,300581,晨曦航空,航空,创业板
2021,300582.SZ,300582,英飞特,半导体,创业板
2022,300583.SZ,300583,赛托生物,生物制药,创业板
2023,300584.SZ,300584,海辰药业,化学制药,创业板
2024,300585.SZ,300585,奥联电子,汽车配件,创业板
2025,300586.SZ,300586,美联新材,化工原料,创业板
2026,300587.SZ,300587,天铁股份,橡胶,创业板
2027,300588.SZ,300588,熙菱信息,软件服务,创业板
2028,300589.SZ,300589,江龙船艇,船舶,创业板
2029,300590.SZ,300590,移为通信,通信设备,创业板
2030,300591.SZ,300591,万里马,服饰,创业板
2031,300592.SZ,300592,华凯创意,软件服务,创业板
2032,300593.SZ,300593,新雷能,电气设备,创业板
2033,300594.SZ,300594,朗进科技,运输设备,创业板
2034,300595.SZ,300595,欧普康视,医疗保健,创业板
2035,300596.SZ,300596,利安隆,化工原料,创业板
2036,300597.SZ,300597,吉大通信,通信设备,创业板
2037,300598.SZ,300598,诚迈科技,软件服务,创业板
2038,300599.SZ,300599,雄塑科技,塑料,创业板
2039,300600.SZ,300600,国瑞科技,电气设备,创业板
2040,300601.SZ,300601,康泰生物,生物制药,创业板
2041,300602.SZ,300602,飞荣达,元器件,创业板
2042,300603.SZ,300603,立昂技术,通信设备,创业板
2043,300604.SZ,300604,长川科技,专用机械,创业板
2044,300605.SZ,300605,恒锋信息,软件服务,创业板
2045,300606.SZ,300606,金太阳,矿物制品,创业板
2046,300607.SZ,300607,拓斯达,专用机械,创业板
2047,300608.SZ,300608,思特奇,软件服务,创业板
2048,300609.SZ,300609,汇纳科技,互联网,创业板
2049,300610.SZ,300610,晨化股份,化工原料,创业板
2050,300611.SZ,300611,美力科技,机械基件,创业板
2051,300612.SZ,300612,宣亚国际,广告包装,创业板
2052,300613.SZ,300613,富瀚微,半导体,创业板
2053,300615.SZ,300615,欣天科技,元器件,创业板
2054,300616.SZ,300616,尚品宅配,家居用品,创业板
2055,300617.SZ,300617,安靠智电,电气设备,创业板
2056,300618.SZ,300618,寒锐钴业,小金属,创业板
2057,300619.SZ,300619,金银河,专用机械,创业板
2058,300620.SZ,300620,光库科技,元器件,创业板
2059,300621.SZ,300621,维业股份,装修装饰,创业板
2060,300622.SZ,300622,博士眼镜,其他商业,创业板
2061,300623.SZ,300623,捷捷微电,半导体,创业板
2062,300624.SZ,300624,万兴科技,软件服务,创业板
2063,300625.SZ,300625,三雄极光,半导体,创业板
2064,300626.SZ,300626,华瑞股份,电气设备,创业板
2065,300627.SZ,300627,华测导航,通信设备,创业板
2066,300628.SZ,300628,亿联网络,通信设备,创业板
2067,300629.SZ,300629,新劲刚,元器件,创业板
2068,300630.SZ,300630,普利制药,化学制药,创业板
2069,300631.SZ,300631,久吾高科,环境保护,创业板
2070,300632.SZ,300632,光莆股份,半导体,创业板
2071,300633.SZ,300633,开立医疗,医疗保健,创业板
2072,300634.SZ,300634,彩讯股份,软件服务,创业板
2073,300635.SZ,300635,中达安,建筑工程,创业板
2074,300636.SZ,300636,同和药业,化学制药,创业板
2075,300637.SZ,300637,扬帆新材,化工原料,创业板
2076,300638.SZ,300638,广和通,通信设备,创业板
2077,300639.SZ,300639,凯普生物,医疗保健,创业板
2078,300640.SZ,300640,德艺文创,文教休闲,创业板
2079,300641.SZ,300641,正丹股份,化工原料,创业板
2080,300642.SZ,300642,透景生命,医疗保健,创业板
2081,300643.SZ,300643,万通智控,汽车配件,创业板
2082,300644.SZ,300644,南京聚隆,塑料,创业板
2083,300645.SZ,300645,正元智慧,软件服务,创业板
2084,300647.SZ,300647,超频三,元器件,创业板
2085,300648.SZ,300648,星云股份,电器仪表,创业板
2086,300649.SZ,300649,杭州园林,建筑工程,创业板
2087,300650.SZ,300650,太龙照明,电气设备,创业板
2088,300651.SZ,300651,金陵体育,文教休闲,创业板
2089,300652.SZ,300652,雷迪克,汽车配件,创业板
2090,300653.SZ,300653,正海生物,医疗保健,创业板
2091,300654.SZ,300654,世纪天鸿,出版业,创业板
2092,300655.SZ,300655,晶瑞股份,化工原料,创业板
2093,300656.SZ,300656,民德电子,IT设备,创业板
2094,300657.SZ,300657,弘信电子,元器件,创业板
2095,300658.SZ,300658,延江股份,纺织,创业板
2096,300659.SZ,300659,中孚信息,软件服务,创业板
2097,300660.SZ,300660,江苏雷利,电气设备,创业板
2098,300661.SZ,300661,圣邦股份,元器件,创业板
2099,300662.SZ,300662,科锐国际,综合类,创业板
2100,300663.SZ,300663,科蓝软件,软件服务,创业板
2101,300664.SZ,300664,鹏鹞环保,环境保护,创业板
2102,300665.SZ,300665,飞鹿股份,染料涂料,创业板
2103,300666.SZ,300666,江丰电子,元器件,创业板
2104,300667.SZ,300667,必创科技,电器仪表,创业板
2105,300668.SZ,300668,杰恩设计,装修装饰,创业板
2106,300669.SZ,300669,沪宁股份,机械基件,创业板
2107,300670.SZ,300670,大烨智能,电气设备,创业板
2108,300671.SZ,300671,富满电子,半导体,创业板
2109,300672.SZ,300672,国科微,半导体,创业板
2110,300673.SZ,300673,佩蒂股份,饲料,创业板
2111,300674.SZ,300674,宇信科技,软件服务,创业板
2112,300675.SZ,300675,建科院,建筑工程,创业板
2113,300676.SZ,300676,华大基因,医疗保健,创业板
2114,300677.SZ,300677,英科医疗,医疗保健,创业板
2115,300678.SZ,300678,中科信息,软件服务,创业板
2116,300679.SZ,300679,电连技术,元器件,创业板
2117,300680.SZ,300680,隆盛科技,汽车配件,创业板
2118,300681.SZ,300681,英搏尔,汽车配件,创业板
2119,300682.SZ,300682,朗新科技,软件服务,创业板
2120,300683.SZ,300683,海特生物,生物制药,创业板
2121,300684.SZ,300684,中石科技,化工原料,创业板
2122,300685.SZ,300685,艾德生物,生物制药,创业板
2123,300686.SZ,300686,智动力,元器件,创业板
2124,300687.SZ,300687,赛意信息,软件服务,创业板
2125,300688.SZ,300688,创业黑马,综合类,创业板
2126,300689.SZ,300689,澄天伟业,元器件,创业板
2127,300690.SZ,300690,双一科技,电气设备,创业板
2128,300691.SZ,300691,联合光电,元器件,创业板
2129,300692.SZ,300692,中环环保,环境保护,创业板
2130,300693.SZ,300693,盛弘股份,电气设备,创业板
2131,300694.SZ,300694,蠡湖股份,汽车配件,创业板
2132,300695.SZ,300695,兆丰股份,汽车配件,创业板
2133,300696.SZ,300696,爱乐达,航空,创业板
2134,300697.SZ,300697,电工合金,铜,创业板
2135,300698.SZ,300698,万马科技,通信设备,创业板
2136,300699.SZ,300699,光威复材,化工原料,创业板
2137,300700.SZ,300700,岱勒新材,矿物制品,创业板
2138,300701.SZ,300701,森霸传感,元器件,创业板
2139,300702.SZ,300702,天宇股份,化学制药,创业板
2140,300703.SZ,300703,创源股份,文教休闲,创业板
2141,300705.SZ,300705,九典制药,化学制药,创业板
2142,300706.SZ,300706,阿石创,元器件,创业板
2143,300707.SZ,300707,威唐工业,专用机械,创业板
2144,300708.SZ,300708,聚灿光电,半导体,创业板
2145,300709.SZ,300709,精研科技,元器件,创业板
2146,300710.SZ,300710,万隆光电,通信设备,创业板
2147,300711.SZ,300711,广哈通信,通信设备,创业板
2148,300712.SZ,300712,永福股份,建筑工程,创业板
2149,300713.SZ,300713,英可瑞,电气设备,创业板
2150,300715.SZ,300715,凯伦股份,其他建材,创业板
2151,300716.SZ,300716,国立科技,塑料,创业板
2152,300717.SZ,300717,华信新材,塑料,创业板
2153,300718.SZ,300718,长盛轴承,机械基件,创业板
2154,300719.SZ,300719,安达维尔,航空,创业板
2155,300720.SZ,300720,海川智能,电器仪表,创业板
2156,300721.SZ,300721,怡达股份,化工原料,创业板
2157,300722.SZ,300722,新余国科,专用机械,创业板
2158,300723.SZ,300723,一品红,化学制药,创业板
2159,300724.SZ,300724,捷佳伟创,专用机械,创业板
2160,300725.SZ,300725,药石科技,化学制药,创业板
2161,300726.SZ,300726,宏达电子,元器件,创业板
2162,300727.SZ,300727,润禾材料,化工原料,创业板
2163,300729.SZ,300729,乐歌股份,家居用品,创业板
2164,300730.SZ,300730,科创信息,软件服务,创业板
2165,300731.SZ,300731,科创新源,橡胶,创业板
2166,300732.SZ,300732,设研院,建筑工程,创业板
2167,300733.SZ,300733,西菱动力,汽车配件,创业板
2168,300735.SZ,300735,光弘科技,通信设备,创业板
2169,300736.SZ,300736,百邦科技,通信设备,创业板
2170,300737.SZ,300737,科顺股份,其他建材,创业板
2171,300738.SZ,300738,奥飞数据,电信运营,创业板
2172,300739.SZ,300739,明阳电路,元器件,创业板
2173,300740.SZ,300740,御家汇,日用化工,创业板
2174,300741.SZ,300741,华宝股份,食品,创业板
2175,300742.SZ,300742,越博动力,汽车配件,创业板
2176,300743.SZ,300743,天地数码,IT设备,创业板
2177,300745.SZ,300745,欣锐科技,汽车配件,创业板
2178,300746.SZ,300746,汉嘉设计,建筑工程,创业板
2179,300747.SZ,300747,锐科激光,元器件,创业板
2180,300748.SZ,300748,金力永磁,元器件,创业板
2181,300749.SZ,300749,顶固集创,家居用品,创业板
2182,300750.SZ,300750,宁德时代,电气设备,创业板
2183,300751.SZ,300751,迈为股份,专用机械,创业板
2184,300752.SZ,300752,隆利科技,元器件,创业板
2185,300753.SZ,300753,爱朋医疗,医疗保健,创业板
2186,300755.SZ,300755,华致酒行,其他商业,创业板
2187,300756.SZ,300756,金马游乐,专用机械,创业板
2188,300757.SZ,300757,罗博特科,专用机械,创业板
2189,300758.SZ,300758,七彩化学,染料涂料,创业板
2190,300759.SZ,300759,康龙化成,化学制药,创业板
2191,300760.SZ,300760,迈瑞医疗,医疗保健,创业板
2192,300761.SZ,300761,立华股份,农业综合,创业板
2193,300762.SZ,300762,上海瀚讯,通信设备,创业板
2194,300763.SZ,300763,锦浪科技,电气设备,创业板
2195,300765.SZ,300765,新诺威,食品,创业板
2196,300766.SZ,300766,每日互动,互联网,创业板
2197,300767.SZ,300767,震安科技,橡胶,创业板
2198,300768.SZ,300768,迪普科技,软件服务,创业板
2199,300769.SZ,300769,德方纳米,化工原料,创业板
2200,300770.SZ,300770,新媒股份,影视音像,创业板
2201,300771.SZ,300771,智莱科技,IT设备,创业板
2202,300772.SZ,300772,运达股份,电气设备,创业板
2203,300773.SZ,300773,拉卡拉,软件服务,创业板
2204,300775.SZ,300775,三角防务,航空,创业板
2205,300776.SZ,300776,帝尔激光,专用机械,创业板
2206,300777.SZ,300777,中简科技,化纤,创业板
2207,300778.SZ,300778,新城市,建筑工程,创业板
2208,300779.SZ,300779,惠城环保,环境保护,创业板
2209,300780.SZ,300780,德恩精工,机械基件,创业板
2210,300781.SZ,300781,因赛集团,广告包装,创业板
2211,300782.SZ,300782,卓胜微,元器件,创业板
2212,300783.SZ,300783,三只松鼠,食品,创业板
2213,300785.SZ,300785,值得买,互联网,创业板
2214,300786.SZ,300786,国林科技,环境保护,创业板
2215,300787.SZ,300787,海能实业,通信设备,创业板
2216,300788.SZ,300788,中信出版,出版业,创业板
2217,300789.SZ,300789,唐源电气,软件服务,创业板
2218,300790.SZ,300790,宇瞳光学,电器仪表,创业板
2219,300791.SZ,300791,仙乐健康,医疗保健,创业板
2220,300792.SZ,300792,壹网壹创,互联网,创业板
2221,300793.SZ,300793,佳禾智能,IT设备,创业板
2222,300795.SZ,300795,米奥会展,综合类,创业板
2223,300796.SZ,300796,贝斯美,化工原料,创业板
2224,300797.SZ,300797,钢研纳克,电器仪表,创业板
2225,300798.SZ,300798,锦鸡股份,染料涂料,创业板
2226,300799.SZ,300799,左江科技,软件服务,创业板
2227,300800.SZ,300800,力合科技,电器仪表,创业板
2228,300801.SZ,300801,泰和科技,化工原料,创业板
2229,300802.SZ,300802,矩子科技,IT设备,创业板
2230,300803.SZ,300803,指南针,软件服务,创业板
2231,300805.SZ,300805,电声股份,广告包装,创业板
2232,300806.SZ,300806,斯迪克,塑料,创业板
2233,300807.SZ,300807,天迈科技,软件服务,创业板
2234,300808.SZ,300808,久量股份,家用电器,创业板
2235,300809.SZ,300809,华辰装备,机床制造,创业板
2236,300810.SZ,300810,中科海讯,软件服务,创业板
2237,300811.SZ,300811,铂科新材,元器件,创业板
2238,300812.SZ,300812,易天股份,专用机械,创业板
2239,300813.SZ,300813,泰林生物,医疗保健,创业板
2240,300815.SZ,300815,玉禾田,环境保护,创业板
2241,300816.SZ,300816,艾可蓝,环境保护,创业板
2242,300817.SZ,300817,双飞股份,机械基件,创业板
2243,300818.SZ,300818,耐普矿机,专用机械,创业板
2244,300819.SZ,300819,聚杰微纤,化纤,创业板
2245,300820.SZ,300820,英杰电气,电气设备,创业板
2246,300821.SZ,300821,东岳硅材,化工原料,创业板
2247,300822.SZ,300822,贝仕达克,元器件,创业板
2248,300823.SZ,300823,建科机械,专用机械,创业板
2249,300824.SZ,300824,北鼎股份,家用电器,创业板
2250,300825.SZ,300825,阿尔特,汽车服务,创业板
2251,300826.SZ,300826,测绘股份,建筑工程,创业板
2252,300827.SZ,300827,上能电气,电气设备,创业板
2253,300828.SZ,300828,锐新科技,铝,创业板
2254,300829.SZ,300829,金丹科技,食品,创业板
2255,300830.SZ,300830,金现代,软件服务,创业板
2256,300831.SZ,300831,派瑞股份,元器件,创业板
2257,300832.SZ,300832,新产业,医疗保健,创业板
2258,300833.SZ,300833,浩洋股份,专用机械,创业板
2259,300835.SZ,300835,龙磁科技,元器件,创业板
2260,300836.SZ,300836,佰奥智能,专用机械,创业板
2261,300837.SZ,300837,浙矿股份,专用机械,创业板
2262,300838.SZ,300838,浙江力诺,电器仪表,创业板
2263,300839.SZ,300839,博汇股份,石油加工,创业板
2264,300840.SZ,300840,酷特智能,服饰,创业板
2265,300841.SZ,300841,康华生物,生物制药,创业板
2266,300842.SZ,300842,帝科股份,半导体,创业板
2267,300843.SZ,300843,胜蓝股份,元器件,创业板
2268,300845.SZ,300845,捷安高科,软件服务,创业板
2269,300846.SZ,300846,首都在线,软件服务,创业板
2270,300847.SZ,300847,中船汉光,化工原料,创业板
2271,300848.SZ,300848,美瑞新材,化工原料,创业板
2272,300849.SZ,300849,锦盛新材,塑料,创业板
2273,300850.SZ,300850,新强联,机械基件,创业板
2274,300851.SZ,300851,交大思诺,软件服务,创业板
2275,300852.SZ,300852,四会富仕,元器件,创业板
2276,300853.SZ,300853,申昊科技,机械基件,创业板
2277,300855.SZ,300855,图南股份,钢加工,创业板
2278,300856.SZ,300856,科思股份,化工原料,创业板
2279,300857.SZ,300857,协创数据,IT设备,创业板
2280,300858.SZ,300858,科拓生物,食品,创业板
2281,300859.SZ,300859,西域旅游,旅游服务,创业板
2282,300860.SZ,300860,锋尚文化,文教休闲,创业板
2283,300861.SZ,300861,美畅股份,矿物制品,创业板
2284,300862.SZ,300862,蓝盾光电,电器仪表,创业板
2285,300863.SZ,300863,卡倍亿,汽车配件,创业板
2286,300864.SZ,300864,南大环境,环境保护,创业板
2287,300865.SZ,300865,大宏立,专用机械,创业板
2288,300866.SZ,300866,安克创新,元器件,创业板
2289,300867.SZ,300867,圣元环保,环境保护,创业板
2290,300868.SZ,300868,杰美特,通信设备,创业板
2291,300869.SZ,300869,康泰医学,医疗保健,创业板
2292,300870.SZ,300870,欧陆通,元器件,创业板
2293,300871.SZ,300871,回盛生物,农业综合,创业板
2294,300872.SZ,300872,天阳科技,软件服务,创业板
2295,300873.SZ,300873,海晨股份,仓储物流,创业板
2296,300875.SZ,300875,捷强装备,专用机械,创业板
2297,300876.SZ,300876,蒙泰高新,化纤,创业板
2298,300877.SZ,300877,金春股份,纺织,创业板
2299,300878.SZ,300878,维康药业,中成药,创业板
2300,300879.SZ,300879,大叶股份,农用机械,创业板
2301,300880.SZ,300880,迦南智能,电器仪表,创业板
2302,300881.SZ,300881,盛德鑫泰,钢加工,创业板
2303,300882.SZ,300882,万胜智能,电器仪表,创业板
2304,300883.SZ,300883,龙利得,造纸,创业板
2305,300884.SZ,300884,狄耐克,通信设备,创业板
2306,300885.SZ,300885,海昌新材,机械基件,创业板
2307,300886.SZ,300886,华业香料,化工原料,创业板
2308,300887.SZ,300887,谱尼测试,综合类,创业板
2309,300888.SZ,300888,稳健医疗,医疗保健,创业板
2310,300889.SZ,300889,爱克股份,电气设备,创业板
2311,300890.SZ,300890,翔丰华,矿物制品,创业板
2312,300891.SZ,300891,惠云钛业,化工原料,创业板
2313,300892.SZ,300892,品渥食品,乳制品,创业板
2314,300893.SZ,300893,松原股份,汽车配件,创业板
2315,300894.SZ,300894,火星人,家用电器,创业板
2316,300895.SZ,300895,铜牛信息,软件服务,创业板
2317,300896.SZ,300896,爱美客,医疗保健,创业板
2318,300897.SZ,300897,山科智能,电器仪表,创业板
2319,300898.SZ,300898,熊猫乳品,乳制品,创业板
2320,300899.SZ,300899,上海凯鑫,环境保护,创业板
2321,300900.SZ,300900,广联航空,航空,创业板
2322,300901.SZ,300901,中胤时尚,服饰,创业板
2323,300902.SZ,300902,国安达,专用机械,创业板
2324,300903.SZ,300903,科翔股份,元器件,创业板
2325,300905.SZ,300905,宝丽迪,塑料,创业板
2326,300906.SZ,300906,日月明,专用机械,创业板
2327,300907.SZ,300907,康平科技,电气设备,创业板
2328,300908.SZ,300908,仲景食品,食品,创业板
2329,300909.SZ,300909,汇创达,元器件,创业板
2330,300910.SZ,300910,瑞丰新材,化工原料,创业板
2331,300911.SZ,300911,亿田智能,家用电器,创业板
2332,300912.SZ,300912,凯龙高科,环境保护,创业板
2333,300913.SZ,300913,兆龙互连,电气设备,创业板
2334,300915.SZ,300915,海融科技,食品,创业板
2335,300916.SZ,300916,朗特智能,元器件,创业板
2336,300917.SZ,300917,特发服务,房产服务,创业板
2337,300918.SZ,300918,南山智尚,纺织,创业板
2338,300919.SZ,300919,中伟股份,化工原料,创业板
2339,300920.SZ,300920,润阳科技,塑料,创业板
2340,300921.SZ,300921,南凌科技,互联网,创业板
2341,300922.SZ,300922,天秦装备,机械基件,创业板
2342,300923.SZ,300923,研奥股份,运输设备,创业板
2343,300925.SZ,300925,法本信息,软件服务,创业板
2344,300926.SZ,300926,博俊科技,汽车配件,创业板
2345,300927.SZ,300927,江天化学,化工原料,创业板
2346,300928.SZ,300928,华安鑫创,汽车服务,创业板
2347,300929.SZ,300929,华骐环保,环境保护,创业板
2348,300930.SZ,300930,屹通新材,小金属,创业板
2349,300931.SZ,300931,通用电梯,运输设备,创业板
2350,300932.SZ,300932,三友联众,元器件,创业板
2351,300933.SZ,300933,中辰股份,电气设备,创业板
2352,300935.SZ,300935,盈建科,软件服务,创业板
2353,300936.SZ,300936,中英科技,元器件,创业板
2354,300937.SZ,300937,药易购,医药商业,创业板
2355,300938.SZ,300938,信测标准,综合类,创业板
2356,300939.SZ,300939,秋田微,元器件,创业板
2357,300940.SZ,300940,南极光,元器件,创业板
2358,300941.SZ,300941,创识科技,软件服务,创业板
2359,300942.SZ,300942,易瑞生物,生物制药,创业板
2360,300943.SZ,300943,春晖智控,机械基件,创业板
2361,300945.SZ,300945,曼卡龙,服饰,创业板
2362,300946.SZ,300946,恒而达,机械基件,创业板
2363,300947.SZ,300947,德必集团,综合类,创业板
2364,300948.SZ,300948,C冠中,环境保护,创业板
2365,300949.SZ,300949,C奥雅,建筑工程,创业板
2366,300950.SZ,300950,N德固特,专用机械,创业板
2367,300951.SZ,300951,C博硕,元器件,创业板
2368,300999.SZ,300999,金龙鱼,食品,创业板
2369,600000.SH,600000,浦发银行,银行,主板
2370,600004.SH,600004,白云机场,机场,主板
2371,600006.SH,600006,东风汽车,汽车整车,主板
2372,600007.SH,600007,中国国贸,园区开发,主板
2373,600008.SH,600008,首创股份,环境保护,主板
2374,600009.SH,600009,上海机场,机场,主板
2375,600010.SH,600010,包钢股份,普钢,主板
2376,600011.SH,600011,华能国际,火力发电,主板
2377,600012.SH,600012,皖通高速,路桥,主板
2378,600015.SH,600015,华夏银行,银行,主板
2379,600016.SH,600016,民生银行,银行,主板
2380,600017.SH,600017,日照港,港口,主板
2381,600018.SH,600018,上港集团,港口,主板
2382,600019.SH,600019,宝钢股份,普钢,主板
2383,600020.SH,600020,中原高速,路桥,主板
2384,600021.SH,600021,上海电力,火力发电,主板
2385,600022.SH,600022,山东钢铁,普钢,主板
2386,600023.SH,600023,浙能电力,火力发电,主板
2387,600025.SH,600025,华能水电,水力发电,主板
2388,600026.SH,600026,中远海能,水运,主板
2389,600027.SH,600027,华电国际,火力发电,主板
2390,600028.SH,600028,中国石化,石油加工,主板
2391,600029.SH,600029,南方航空,空运,主板
2392,600030.SH,600030,中信证券,证券,主板
2393,600031.SH,600031,三一重工,工程机械,主板
2394,600033.SH,600033,福建高速,路桥,主板
2395,600035.SH,600035,楚天高速,路桥,主板
2396,600036.SH,600036,招商银行,银行,主板
2397,600037.SH,600037,歌华有线,影视音像,主板
2398,600038.SH,600038,中直股份,航空,主板
2399,600039.SH,600039,四川路桥,建筑工程,主板
2400,600048.SH,600048,保利地产,全国地产,主板
2401,600050.SH,600050,中国联通,电信运营,主板
2402,600051.SH,600051,宁波联合,综合类,主板
2403,600052.SH,600052,浙江广厦,影视音像,主板
2404,600053.SH,600053,九鼎投资,多元金融,主板
2405,600054.SH,600054,黄山旅游,旅游景点,主板
2406,600055.SH,600055,万东医疗,医疗保健,主板
2407,600056.SH,600056,中国医药,医药商业,主板
2408,600057.SH,600057,厦门象屿,仓储物流,主板
2409,600058.SH,600058,五矿发展,商贸代理,主板
2410,600059.SH,600059,古越龙山,红黄酒,主板
2411,600060.SH,600060,海信视像,家用电器,主板
2412,600061.SH,600061,国投资本,证券,主板
2413,600062.SH,600062,华润双鹤,化学制药,主板
2414,600063.SH,600063,皖维高新,化纤,主板
2415,600064.SH,600064,南京高科,园区开发,主板
2416,600066.SH,600066,宇通客车,汽车整车,主板
2417,600067.SH,600067,冠城大通,全国地产,主板
2418,600068.SH,600068,葛洲坝,建筑工程,主板
2419,600070.SH,600070,浙江富润,互联网,主板
2420,600071.SH,600071,凤凰光学,元器件,主板
2421,600072.SH,600072,中船科技,船舶,主板
2422,600073.SH,600073,上海梅林,食品,主板
2423,600075.SH,600075,新疆天业,化工原料,主板
2424,600076.SH,600076,康欣新材,其他建材,主板
2425,600077.SH,600077,宋都股份,全国地产,主板
2426,600078.SH,600078,澄星股份,化工原料,主板
2427,600079.SH,600079,人福医药,化学制药,主板
2428,600080.SH,600080,ST金花,中成药,主板
2429,600081.SH,600081,东风科技,汽车配件,主板
2430,600082.SH,600082,海泰发展,园区开发,主板
2431,600083.SH,600083,*ST博信,综合类,主板
2432,600084.SH,600084,ST中葡,红黄酒,主板
2433,600085.SH,600085,同仁堂,中成药,主板
2434,600086.SH,600086,退金钰,,主板
2435,600088.SH,600088,中视传媒,影视音像,主板
2436,600089.SH,600089,特变电工,电气设备,主板
2437,600090.SH,600090,*ST济堂,医药商业,主板
2438,600091.SH,600091,ST明科,化工原料,主板
2439,600093.SH,600093,易见股份,仓储物流,主板
2440,600094.SH,600094,大名城,区域地产,主板
2441,600095.SH,600095,湘财股份,证券,主板
2442,600096.SH,600096,云天化,农药化肥,主板
2443,600097.SH,600097,开创国际,渔业,主板
2444,600098.SH,600098,广州发展,火力发电,主板
2445,600099.SH,600099,林海股份,摩托车,主板
2446,600100.SH,600100,同方股份,IT设备,主板
2447,600101.SH,600101,明星电力,水力发电,主板
2448,600103.SH,600103,青山纸业,造纸,主板
2449,600104.SH,600104,上汽集团,汽车整车,主板
2450,600105.SH,600105,永鼎股份,通信设备,主板
2451,600106.SH,600106,重庆路桥,路桥,主板
2452,600107.SH,600107,美尔雅,服饰,主板
2453,600108.SH,600108,亚盛集团,农业综合,主板
2454,600109.SH,600109,国金证券,证券,主板
2455,600110.SH,600110,诺德股份,电气设备,主板
2456,600111.SH,600111,北方稀土,小金属,主板
2457,600112.SH,600112,ST天成,电气设备,主板
2458,600113.SH,600113,浙江东日,区域地产,主板
2459,600114.SH,600114,东睦股份,机械基件,主板
2460,600115.SH,600115,东方航空,空运,主板
2461,600116.SH,600116,三峡水利,水力发电,主板
2462,600117.SH,600117,西宁特钢,特种钢,主板
2463,600118.SH,600118,中国卫星,航空,主板
2464,600119.SH,600119,ST长投,仓储物流,主板
2465,600120.SH,600120,浙江东方,多元金融,主板
2466,600121.SH,600121,郑州煤电,煤炭开采,主板
2467,600122.SH,600122,*ST宏图,其他商业,主板
2468,600123.SH,600123,兰花科创,煤炭开采,主板
