,TS代码,股票代码,股票名称,行业,市场类型
1587,300138.SZ,300138,晨光生物,食品,创业板
1588,300139.SZ,300139,晓程科技,元器件,创业板
1589,300140.SZ,300140,中环装备,环境保护,创业板
1590,300141.SZ,300141,和顺电气,电气设备,创业板
1591,300142.SZ,300142,沃森生物,生物制药,创业板
1592,300143.SZ,300143,盈康生命,医疗保健,创业板
1593,300144.SZ,300144,宋城演艺,旅游景点,创业板
1594,300145.SZ,300145,中金环境,专用机械,创业板
1595,300146.SZ,300146,汤臣倍健,医疗保健,创业板
1596,300147.SZ,300147,香雪制药,中成药,创业板
1597,300148.SZ,300148,天舟文化,互联网,创业板
1598,300149.SZ,300149,睿智医药,生物制药,创业板
1599,300150.SZ,300150,世纪瑞尔,软件服务,创业板
1600,300151.SZ,300151,昌红科技,机械基件,创业板
1601,300152.SZ,300152,科融环境,环境保护,创业板
1602,300153.SZ,300153,科泰电源,电气设备,创业板
1603,300154.SZ,300154,瑞凌股份,元器件,创业板
1604,300155.SZ,300155,安居宝,元器件,创业板
1605,300157.SZ,300157,恒泰艾普,石油开采,创业板
1606,300158.SZ,300158,振东制药,化学制药,创业板
1607,300159.SZ,300159,新研股份,航空,创业板
1608,300160.SZ,300160,秀强股份,玻璃,创业板
1609,300161.SZ,300161,华中数控,机床制造,创业板
1610,300162.SZ,300162,雷曼光电,元器件,创业板
1611,300163.SZ,300163,先锋新材,其他建材,创业板
1612,300164.SZ,300164,通源石油,石油开采,创业板
1613,300165.SZ,300165,天瑞仪器,电器仪表,创业板
1614,300166.SZ,300166,东方国信,软件服务,创业板
1615,300167.SZ,300167,迪威迅,通信设备,创业板
1616,300168.SZ,300168,万达信息,软件服务,创业板
1617,300169.SZ,300169,天晟新材,塑料,创业板
1618,300170.SZ,300170,汉得信息,软件服务,创业板
1619,300171.SZ,300171,东富龙,医疗保健,创业板
1620,300172.SZ,300172,中电环保,环境保护,创业板
1621,300173.SZ,300173,福能东方,轻工机械,创业板
1622,300174.SZ,300174,元力股份,化工原料,创业板
1623,300175.SZ,300175,朗源股份,食品,创业板
1624,300176.SZ,300176,派生科技,汽车配件,创业板
1625,300177.SZ,300177,中海达,通信设备,创业板
1626,300178.SZ,300178,腾邦国际,旅游服务,创业板
1627,300179.SZ,300179,四方达,矿物制品,创业板
1628,300180.SZ,300180,华峰超纤,化纤,创业板
1629,300181.SZ,300181,佐力药业,中成药,创业板
1630,300182.SZ,300182,捷成股份,软件服务,创业板
1631,300183.SZ,300183,东软载波,通信设备,创业板
1632,300184.SZ,300184,力源信息,元器件,创业板
1633,300185.SZ,300185,通裕重工,工程机械,创业板
1634,300187.SZ,300187,永清环保,环境保护,创业板
1635,300188.SZ,300188,美亚柏科,软件服务,创业板
1636,300189.SZ,300189,神农科技,种植业,创业板
1637,300190.SZ,300190,维尔利,环境保护,创业板
1638,300191.SZ,300191,潜能恒信,石油开采,创业板
1639,300192.SZ,300192,科德教育,文教休闲,创业板
1640,300193.SZ,300193,佳士科技,专用机械,创业板
1641,300194.SZ,300194,福安药业,化学制药,创业板
1642,300195.SZ,300195,长荣股份,轻工机械,创业板
1643,300196.SZ,300196,长海股份,玻璃,创业板
1644,300197.SZ,300197,铁汉生态,环境保护,创业板
1645,300198.SZ,300198,纳川股份,塑料,创业板
1646,300199.SZ,300199,翰宇药业,化学制药,创业板
1647,300200.SZ,300200,高盟新材,化工原料,创业板
1648,300201.SZ,300201,海伦哲,专用机械,创业板
1649,300202.SZ,300202,聚龙股份,IT设备,创业板
1650,300203.SZ,300203,聚光科技,环境保护,创业板
1651,300204.SZ,300204,舒泰神,生物制药,创业板
1652,300205.SZ,300205,天喻信息,元器件,创业板
1653,300206.SZ,300206,理邦仪器,医疗保健,创业板
1654,300207.SZ,300207,欣旺达,元器件,创业板
1655,300208.SZ,300208,青岛中程,电气设备,创业板
1656,300209.SZ,300209,天泽信息,软件服务,创业板
1657,300210.SZ,300210,森远股份,专用机械,创业板
1658,300211.SZ,300211,亿通科技,通信设备,创业板
1659,300212.SZ,300212,易华录,软件服务,创业板
1660,300213.SZ,300213,佳讯飞鸿,通信设备,创业板
1661,300214.SZ,300214,日科化学,化工原料,创业板
1662,300215.SZ,300215,电科院,电气设备,创业板
1663,300217.SZ,300217,东方电热,电器仪表,创业板
1664,300218.SZ,300218,安利股份,塑料,创业板
1665,300219.SZ,300219,鸿利智汇,元器件,创业板
1666,300220.SZ,300220,金运激光,元器件,创业板
1667,300221.SZ,300221,银禧科技,塑料,创业板
1668,300222.SZ,300222,科大智能,电气设备,创业板
1669,300223.SZ,300223,北京君正,半导体,创业板
1670,300224.SZ,300224,正海磁材,元器件,创业板
1671,300225.SZ,300225,金力泰,染料涂料,创业板
1672,300226.SZ,300226,上海钢联,互联网,创业板
1673,300227.SZ,300227,光韵达,元器件,创业板
1674,300228.SZ,300228,富瑞特装,化工机械,创业板
1675,300229.SZ,300229,拓尔思,软件服务,创业板
1676,300230.SZ,300230,永利股份,塑料,创业板
1677,300231.SZ,300231,银信科技,软件服务,创业板
1678,300232.SZ,300232,洲明科技,半导体,创业板
1679,300233.SZ,300233,金城医药,化学制药,创业板
1680,300234.SZ,300234,开尔新材,陶瓷,创业板
1681,300235.SZ,300235,方直科技,软件服务,创业板
1682,300236.SZ,300236,上海新阳,半导体,创业板
1683,300237.SZ,300237,美晨生态,建筑工程,创业板
1684,300238.SZ,300238,冠昊生物,医疗保健,创业板
1685,300239.SZ,300239,东宝生物,生物制药,创业板
1686,300240.SZ,300240,飞力达,仓储物流,创业板
1687,300241.SZ,300241,瑞丰光电,半导体,创业板
1688,300242.SZ,300242,佳云科技,互联网,创业板
1689,300243.SZ,300243,瑞丰高材,化工原料,创业板
1690,300244.SZ,300244,迪安诊断,医疗保健,创业板
1691,300245.SZ,300245,天玑科技,软件服务,创业板
1692,300246.SZ,300246,宝莱特,医疗保健,创业板
1693,300247.SZ,300247,融捷健康,医疗保健,创业板
1694,300248.SZ,300248,新开普,软件服务,创业板
1695,300249.SZ,300249,依米康,软件服务,创业板
1696,300250.SZ,300250,初灵信息,软件服务,创业板
1697,300251.SZ,300251,光线传媒,影视音像,创业板
1698,300252.SZ,300252,金信诺,通信设备,创业板
1699,300253.SZ,300253,卫宁健康,软件服务,创业板
1700,300254.SZ,300254,仟源医药,化学制药,创业板
1701,300255.SZ,300255,常山药业,生物制药,创业板
1702,300256.SZ,300256,星星科技,元器件,创业板
1703,300257.SZ,300257,开山股份,机械基件,创业板
1704,300258.SZ,300258,精锻科技,汽车配件,创业板
1705,300259.SZ,300259,新天科技,电器仪表,创业板
1706,300260.SZ,300260,新莱应材,机械基件,创业板
1707,300261.SZ,300261,雅本化学,农药化肥,创业板
1708,300262.SZ,300262,巴安水务,环境保护,创业板
1709,300263.SZ,300263,隆华科技,专用机械,创业板
1710,300264.SZ,300264,佳创视讯,通信设备,创业板
1711,300265.SZ,300265,通光线缆,电气设备,创业板
1712,300266.SZ,300266,兴源环境,环境保护,创业板
1713,300267.SZ,300267,尔康制药,化学制药,创业板
1714,300268.SZ,300268,佳沃股份,农业综合,创业板
1715,300269.SZ,300269,联建光电,半导体,创业板
1716,300270.SZ,300270,中威电子,通信设备,创业板
1717,300271.SZ,300271,华宇软件,软件服务,创业板
1718,300272.SZ,300272,开能健康,环境保护,创业板
1719,300273.SZ,300273,和佳医疗,医疗保健,创业板
1720,300274.SZ,300274,阳光电源,电气设备,创业板
1721,300275.SZ,300275,梅安森,软件服务,创业板
1722,300276.SZ,300276,三丰智能,专用机械,创业板
1723,300277.SZ,300277,海联讯,软件服务,创业板
1724,300278.SZ,300278,华昌达,专用机械,创业板
1725,300279.SZ,300279,和晶科技,元器件,创业板
1726,300280.SZ,300280,紫天科技,广告包装,创业板
1727,300281.SZ,300281,金明精机,专用机械,创业板
1728,300282.SZ,300282,三盛教育,文教休闲,创业板
1729,300283.SZ,300283,温州宏丰,电气设备,创业板
1730,300284.SZ,300284,苏交科,建筑工程,创业板
1731,300285.SZ,300285,国瓷材料,陶瓷,创业板
1732,300286.SZ,300286,安科瑞,电器仪表,创业板
1733,300287.SZ,300287,飞利信,软件服务,创业板
1734,300288.SZ,300288,朗玛信息,软件服务,创业板
1735,300289.SZ,300289,利德曼,生物制药,创业板
1736,300290.SZ,300290,荣科科技,软件服务,创业板
1737,300291.SZ,300291,华录百纳,影视音像,创业板
1738,300292.SZ,300292,吴通控股,软件服务,创业板
1739,300293.SZ,300293,蓝英装备,专用机械,创业板
1740,300294.SZ,300294,博雅生物,生物制药,创业板
1741,300295.SZ,300295,三六五网,互联网,创业板
1742,300296.SZ,300296,利亚德,半导体,创业板
1743,300297.SZ,300297,蓝盾股份,软件服务,创业板
1744,300298.SZ,300298,三诺生物,医疗保健,创业板
1745,300299.SZ,300299,富春股份,互联网,创业板
1746,300300.SZ,300300,海峡创新,软件服务,创业板
1747,300301.SZ,300301,长方集团,半导体,创业板
1748,300302.SZ,300302,同有科技,软件服务,创业板
1749,300303.SZ,300303,聚飞光电,半导体,创业板
1750,300304.SZ,300304,云意电气,汽车配件,创业板
1751,300305.SZ,300305,裕兴股份,塑料,创业板
1752,300306.SZ,300306,远方信息,电器仪表,创业板
1753,300307.SZ,300307,慈星股份,纺织机械,创业板
1754,300308.SZ,300308,中际旭创,通信设备,创业板
1755,300309.SZ,300309,吉艾科技,多元金融,创业板
1756,300310.SZ,300310,宜通世纪,通信设备,创业板
1757,300311.SZ,300311,任子行,软件服务,创业板
1758,300312.SZ,300312,邦讯技术,通信设备,创业板
1759,300313.SZ,300313,天山生物,农业综合,创业板
1760,300314.SZ,300314,戴维医疗,医疗保健,创业板
1761,300315.SZ,300315,掌趣科技,互联网,创业板
1762,300316.SZ,300316,晶盛机电,专用机械,创业板
1763,300317.SZ,300317,珈伟新能,半导体,创业板
1764,300318.SZ,300318,博晖创新,医疗保健,创业板
1765,300319.SZ,300319,麦捷科技,元器件,创业板
1766,300320.SZ,300320,海达股份,橡胶,创业板
1767,300321.SZ,300321,同大股份,塑料,创业板
1768,300322.SZ,300322,硕贝德,通信设备,创业板
1769,300323.SZ,300323,华灿光电,半导体,创业板
1770,300324.SZ,300324,旋极信息,软件服务,创业板
1771,300325.SZ,300325,ST德威,塑料,创业板
1772,300326.SZ,300326,凯利泰,医疗保健,创业板
1773,300327.SZ,300327,中颖电子,半导体,创业板
1774,300328.SZ,300328,宜安科技,铝,创业板
1775,300329.SZ,300329,海伦钢琴,文教休闲,创业板
1776,300330.SZ,300330,华虹计通,软件服务,创业板
1777,300331.SZ,300331,苏大维格,元器件,创业板
1778,300332.SZ,300332,天壕环境,环境保护,创业板
1779,300333.SZ,300333,兆日科技,软件服务,创业板
1780,300334.SZ,300334,津膜科技,专用机械,创业板
1781,300335.SZ,300335,迪森股份,供气供热,创业板
1782,300336.SZ,300336,新文化,影视音像,创业板
1783,300337.SZ,300337,银邦股份,铝,创业板
1784,300338.SZ,300338,开元教育,文教休闲,创业板
1785,300339.SZ,300339,润和软件,软件服务,创业板
1786,300340.SZ,300340,科恒股份,元器件,创业板
1787,300341.SZ,300341,麦克奥迪,电气设备,创业板
1788,300342.SZ,300342,天银机电,元器件,创业板
1789,300343.SZ,300343,联创股份,互联网,创业板
1790,300344.SZ,300344,立方数科,软件服务,创业板
1791,300345.SZ,300345,华民股份,钢加工,创业板
1792,300346.SZ,300346,南大光电,元器件,创业板
1793,300347.SZ,300347,泰格医药,医疗保健,创业板
1794,300348.SZ,300348,长亮科技,软件服务,创业板
1795,300349.SZ,300349,金卡智能,软件服务,创业板
1796,300350.SZ,300350,华鹏飞,仓储物流,创业板
1797,300351.SZ,300351,永贵电器,元器件,创业板
1798,300352.SZ,300352,北信源,软件服务,创业板
1799,300353.SZ,300353,东土科技,通信设备,创业板
1800,300354.SZ,300354,东华测试,电器仪表,创业板
1801,300355.SZ,300355,蒙草生态,环境保护,创业板
1802,300356.SZ,300356,光一科技,电气设备,创业板
1803,300357.SZ,300357,我武生物,生物制药,创业板
1804,300358.SZ,300358,楚天科技,医疗保健,创业板
1805,300359.SZ,300359,全通教育,文教休闲,创业板
1806,300360.SZ,300360,炬华科技,电器仪表,创业板
1807,300363.SZ,300363,博腾股份,化学制药,创业板
1808,300364.SZ,300364,中文在线,出版业,创业板
1809,300365.SZ,300365,恒华科技,软件服务,创业板
1810,300366.SZ,300366,创意信息,软件服务,创业板
1811,300367.SZ,300367,ST网力,IT设备,创业板
1812,300368.SZ,300368,汇金股份,IT设备,创业板
1813,300369.SZ,300369,绿盟科技,软件服务,创业板
1814,300370.SZ,300370,安控科技,电器仪表,创业板
1815,300371.SZ,300371,汇中股份,电器仪表,创业板
1816,300373.SZ,300373,扬杰科技,半导体,创业板
1817,300374.SZ,300374,中铁装配,其他建材,创业板
1818,300375.SZ,300375,鹏翎股份,汽车配件,创业板
1819,300376.SZ,300376,易事特,电气设备,创业板
1820,300377.SZ,300377,赢时胜,软件服务,创业板
1821,300378.SZ,300378,鼎捷软件,软件服务,创业板
1822,300379.SZ,300379,东方通,软件服务,创业板
1823,300380.SZ,300380,安硕信息,软件服务,创业板
1824,300381.SZ,300381,溢多利,生物制药,创业板
1825,300382.SZ,300382,斯莱克,专用机械,创业板
1826,300383.SZ,300383,光环新网,电信运营,创业板
1827,300384.SZ,300384,三联虹普,纺织机械,创业板
1828,300385.SZ,300385,雪浪环境,环境保护,创业板
1829,300386.SZ,300386,飞天诚信,软件服务,创业板
1830,300387.SZ,300387,富邦股份,化工原料,创业板
1831,300388.SZ,300388,节能国祯,环境保护,创业板
1832,300389.SZ,300389,艾比森,半导体,创业板
1833,300390.SZ,300390,天华超净,元器件,创业板
1834,300391.SZ,300391,康跃科技,机械基件,创业板
1835,300392.SZ,300392,腾信股份,互联网,创业板
1836,300393.SZ,300393,中来股份,塑料,创业板
1837,300394.SZ,300394,天孚通信,通信设备,创业板
1838,300395.SZ,300395,菲利华,玻璃,创业板
1839,300396.SZ,300396,迪瑞医疗,医疗保健,创业板
1840,300397.SZ,300397,天和防务,通信设备,创业板
1841,300398.SZ,300398,飞凯材料,染料涂料,创业板
1842,300399.SZ,300399,天利科技,互联网,创业板
1843,300400.SZ,300400,劲拓股份,专用机械,创业板
1844,300401.SZ,300401,花园生物,食品,创业板
1845,300402.SZ,300402,宝色股份,专用机械,创业板
1846,300403.SZ,300403,汉宇集团,家用电器,创业板
1847,300404.SZ,300404,博济医药,医疗保健,创业板
1848,300405.SZ,300405,科隆股份,化工原料,创业板
1849,300406.SZ,300406,九强生物,医疗保健,创业板
1850,300407.SZ,300407,凯发电气,电气设备,创业板
1851,300408.SZ,300408,三环集团,元器件,创业板
1852,300409.SZ,300409,道氏技术,陶瓷,创业板
1853,300410.SZ,300410,正业科技,电器仪表,创业板
1854,300411.SZ,300411,金盾股份,专用机械,创业板
1855,300412.SZ,300412,迦南科技,医疗保健,创业板
1856,300413.SZ,300413,芒果超媒,影视音像,创业板
1857,300414.SZ,300414,中光防雷,通信设备,创业板
1858,300415.SZ,300415,伊之密,专用机械,创业板
1859,300416.SZ,300416,苏试试验,电器仪表,创业板
1860,300417.SZ,300417,南华仪器,电器仪表,创业板
1861,300418.SZ,300418,昆仑万维,互联网,创业板
1862,300419.SZ,300419,浩丰科技,软件服务,创业板
1863,300420.SZ,300420,五洋停车,机械基件,创业板
1864,300421.SZ,300421,力星股份,机械基件,创业板
1865,300422.SZ,300422,博世科,环境保护,创业板
1866,300423.SZ,300423,昇辉科技,电气设备,创业板
1867,300424.SZ,300424,航新科技,航空,创业板
1868,300425.SZ,300425,中建环能,环境保护,创业板
1869,300426.SZ,300426,唐德影视,影视音像,创业板
1870,300427.SZ,300427,红相股份,电气设备,创业板
