,ts_code,name,industry,market
2907,600802.SH,福建水泥,水泥,主板
2908,600803.SH,新奥股份,综合类,主板
2909,600804.SH,鹏博士,电信运营,主板
2910,600805.SH,悦达投资,综合类,主板
2911,600807.SH,济南高新,区域地产,主板
2912,600808.SH,马钢股份,普钢,主板
2913,600809.SH,山西汾酒,白酒,主板
2914,600810.SH,神马股份,化纤,主板
2915,600811.SH,东方集团,综合类,主板
2916,600812.SH,华北制药,化学制药,主板
2917,600814.SH,杭州解百,百货,主板
2918,600815.SH,*ST厦工,工程机械,主板
2919,600816.SH,*ST安信,多元金融,主板
2920,600817.SH,ST宏盛,多元金融,主板
2921,600818.SH,中路股份,文教休闲,主板
2922,600819.SH,耀皮玻璃,玻璃,主板
2923,600820.SH,隧道股份,建筑工程,主板
2924,600821.SH,*ST劝业,百货,主板
2925,600822.SH,上海物贸,商贸代理,主板
2926,600823.SH,世茂股份,全国地产,主板
2927,600824.SH,益民集团,百货,主板
2928,600825.SH,新华传媒,出版业,主板
2929,600826.SH,兰生股份,商贸代理,主板
2930,600827.SH,百联股份,超市连锁,主板
2931,600828.SH,茂业商业,百货,主板
2932,600829.SH,人民同泰,医药商业,主板
2933,600830.SH,香溢融通,多元金融,主板
2934,600831.SH,广电网络,影视音像,主板
2935,600833.SH,第一医药,医药商业,主板
2936,600834.SH,申通地铁,公共交通,主板
2937,600835.SH,上海机电,运输设备,主板
2938,600836.SH,*ST界龙,广告包装,主板
2939,600837.SH,海通证券,证券,主板
2940,600838.SH,上海九百,百货,主板
2941,600839.SH,四川长虹,家用电器,主板
2942,600841.SH,上柴股份,机械基件,主板
2943,600843.SH,上工申贝,纺织机械,主板
2944,600844.SH,丹化科技,化工原料,主板
2945,600845.SH,宝信软件,软件服务,主板
2946,600846.SH,同济科技,建筑工程,主板
2947,600847.SH,万里股份,电气设备,主板
2948,600848.SH,上海临港,园区开发,主板
2949,600850.SH,华东电脑,软件服务,主板
2950,600851.SH,海欣股份,化学制药,主板
2951,600853.SH,龙建股份,建筑工程,主板
2952,600854.SH,春兰股份,家用电器,主板
2953,600855.SH,航天长峰,专用机械,主板
2954,600856.SH,*ST中天,供气供热,主板
2955,600857.SH,宁波中百,百货,主板
2956,600858.SH,银座股份,百货,主板
2957,600859.SH,王府井,百货,主板
2958,600860.SH,*ST京城,专用机械,主板
2959,600861.SH,北京城乡,百货,主板
2960,600862.SH,中航高科,航空,主板
2961,600863.SH,内蒙华电,火力发电,主板
2962,600864.SH,哈投股份,证券,主板
2963,600865.SH,百大集团,百货,主板
2964,600866.SH,星湖科技,食品,主板
2965,600867.SH,通化东宝,生物制药,主板
2966,600868.SH,梅雁吉祥,水力发电,主板
2967,600869.SH,智慧能源,电气设备,主板
2968,600870.SH,ST厦华,家用电器,主板
2969,600871.SH,石化油服,石油开采,主板
2970,600872.SH,中炬高新,食品,主板
2971,600873.SH,梅花生物,食品,主板
2972,600874.SH,创业环保,环境保护,主板
2973,600875.SH,东方电气,电气设备,主板
2974,600876.SH,洛阳玻璃,玻璃,主板
2975,600877.SH,ST电能,电气设备,主板
2976,600879.SH,航天电子,航空,主板
2977,600880.SH,博瑞传播,广告包装,主板
2978,600881.SH,亚泰集团,水泥,主板
2979,600882.SH,妙可蓝多,乳制品,主板
2980,600883.SH,博闻科技,水泥,主板
2981,600884.SH,杉杉股份,综合类,主板
2982,600885.SH,宏发股份,电气设备,主板
2983,600886.SH,国投电力,水力发电,主板
2984,600887.SH,伊利股份,乳制品,主板
2985,600888.SH,新疆众和,铝,主板
2986,600889.SH,南京化纤,化纤,主板
2987,600890.SH,中房股份,区域地产,主板
2988,600892.SH,*ST大晟,影视音像,主板
2989,600893.SH,航发动力,航空,主板
2990,600894.SH,广日股份,运输设备,主板
2991,600895.SH,张江高科,园区开发,主板
2992,600896.SH,览海医疗,医疗保健,主板
2993,600897.SH,厦门空港,机场,主板
2994,600898.SH,*ST美讯,通信设备,主板
2995,600900.SH,长江电力,水力发电,主板
2996,600901.SH,江苏租赁,多元金融,主板
2997,600903.SH,贵州燃气,供气供热,主板
2998,600908.SH,无锡银行,银行,主板
2999,600909.SH,华安证券,证券,主板
3000,600917.SH,重庆燃气,供气供热,主板
3001,600918.SH,中泰证券,证券,主板
3002,600919.SH,江苏银行,银行,主板
3003,600926.SH,杭州银行,银行,主板
3004,600928.SH,西安银行,银行,主板
3005,600929.SH,湖南盐业,食品,主板
3006,600933.SH,爱柯迪,汽车配件,主板
3007,600936.SH,广西广电,影视音像,主板
3008,600939.SH,重庆建工,建筑工程,主板
3009,600956.SH,新天绿能,新型电力,主板
3010,600958.SH,东方证券,证券,主板
3011,600959.SH,江苏有线,影视音像,主板
3012,600960.SH,渤海汽车,汽车配件,主板
3013,600961.SH,株冶集团,铅锌,主板
3014,600962.SH,国投中鲁,软饮料,主板
3015,600963.SH,岳阳林纸,造纸,主板
3016,600965.SH,福成股份,农业综合,主板
3017,600966.SH,博汇纸业,造纸,主板
3018,600967.SH,内蒙一机,运输设备,主板
3019,600968.SH,海油发展,石油开采,主板
3020,600969.SH,郴电国际,水力发电,主板
3021,600970.SH,中材国际,建筑工程,主板
3022,600971.SH,恒源煤电,煤炭开采,主板
3023,600973.SH,宝胜股份,电气设备,主板
3024,600975.SH,新五丰,农业综合,主板
3025,600976.SH,健民集团,中成药,主板
3026,600977.SH,中国电影,影视音像,主板
3027,600978.SH,*ST宜生,家居用品,主板
3028,600979.SH,广安爱众,水力发电,主板
3029,600980.SH,北矿科技,元器件,主板
3030,600981.SH,汇鸿集团,商贸代理,主板
3031,600982.SH,宁波热电,供气供热,主板
3032,600983.SH,惠而浦,家用电器,主板
3033,600984.SH,建设机械,工程机械,主板
3034,600985.SH,淮北矿业,煤炭开采,主板
3035,600986.SH,科达股份,互联网,主板
3036,600987.SH,航民股份,纺织,主板
3037,600988.SH,赤峰黄金,黄金,主板
3038,600989.SH,宝丰能源,化工原料,主板
3039,600990.SH,四创电子,通信设备,主板
3040,600992.SH,贵绳股份,钢加工,主板
3041,600993.SH,马应龙,中成药,主板
3042,600995.SH,文山电力,水力发电,主板
3043,600996.SH,贵广网络,影视音像,主板
3044,600997.SH,开滦股份,煤炭开采,主板
3045,600998.SH,九州通,医药商业,主板
3046,600999.SH,招商证券,证券,主板
3047,601000.SH,唐山港,港口,主板
3048,601001.SH,大同煤业,煤炭开采,主板
3049,601002.SH,晋亿实业,机械基件,主板
3050,601003.SH,柳钢股份,普钢,主板
3051,601005.SH,重庆钢铁,普钢,主板
3052,601006.SH,大秦铁路,铁路,主板
3053,601007.SH,金陵饭店,酒店餐饮,主板
3054,601008.SH,连云港,港口,主板
3055,601009.SH,南京银行,银行,主板
3056,601010.SH,文峰股份,超市连锁,主板
3057,601011.SH,宝泰隆,焦炭加工,主板
3058,601012.SH,隆基股份,电气设备,主板
3059,601015.SH,陕西黑猫,焦炭加工,主板
3060,601016.SH,节能风电,新型电力,主板
3061,601018.SH,宁波港,港口,主板
3062,601019.SH,山东出版,出版业,主板
3063,601020.SH,华钰矿业,铅锌,主板
3064,601021.SH,春秋航空,空运,主板
3065,601028.SH,玉龙股份,钢加工,主板
3066,601038.SH,一拖股份,农用机械,主板
3067,601058.SH,赛轮轮胎,汽车配件,主板
3068,601066.SH,中信建投,证券,主板
3069,601068.SH,中铝国际,建筑工程,主板
3070,601069.SH,西部黄金,黄金,主板
3071,601077.SH,渝农商行,银行,主板
3072,601086.SH,国芳集团,百货,主板
3073,601088.SH,中国神华,煤炭开采,主板
3074,601098.SH,中南传媒,出版业,主板
3075,601099.SH,太平洋,证券,主板
3076,601100.SH,恒立液压,工程机械,主板
3077,601101.SH,昊华能源,煤炭开采,主板
3078,601106.SH,中国一重,工程机械,主板
3079,601107.SH,四川成渝,路桥,主板
3080,601108.SH,财通证券,证券,主板
3081,601111.SH,中国国航,空运,主板
3082,601113.SH,ST华鼎,化纤,主板
3083,601116.SH,三江购物,超市连锁,主板
3084,601117.SH,中国化学,建筑工程,主板
3085,601118.SH,海南橡胶,橡胶,主板
3086,601126.SH,四方股份,电气设备,主板
3087,601127.SH,小康股份,汽车配件,主板
3088,601128.SH,常熟银行,银行,主板
3089,601137.SH,博威合金,铜,主板
3090,601138.SH,工业富联,通信设备,主板
3091,601139.SH,深圳燃气,供气供热,主板
3092,601155.SH,新城控股,区域地产,主板
3093,601158.SH,重庆水务,水务,主板
3094,601162.SH,天风证券,证券,主板
3095,601163.SH,三角轮胎,汽车配件,主板
3096,601166.SH,兴业银行,银行,主板
3097,601168.SH,西部矿业,铜,主板
3098,601169.SH,北京银行,银行,主板
3099,601177.SH,杭齿前进,机械基件,主板
3100,601179.SH,中国西电,电气设备,主板
3101,601186.SH,中国铁建,建筑工程,主板
3102,601188.SH,龙江交通,路桥,主板
3103,601198.SH,东兴证券,证券,主板
3104,601199.SH,江南水务,水务,主板
3105,601200.SH,上海环境,环境保护,主板
3106,601208.SH,东材科技,化工原料,主板
3107,601211.SH,国泰君安,证券,主板
3108,601212.SH,白银有色,铜,主板
3109,601216.SH,君正集团,化工原料,主板
3110,601218.SH,吉鑫科技,机械基件,主板
3111,601222.SH,林洋能源,电器仪表,主板
3112,601225.SH,陕西煤业,煤炭开采,主板
3113,601226.SH,华电重工,专用机械,主板
3114,601228.SH,广州港,港口,主板
3115,601229.SH,上海银行,银行,主板
3116,601231.SH,环旭电子,元器件,主板
3117,601233.SH,桐昆股份,化纤,主板
3118,601236.SH,红塔证券,证券,主板
3119,601238.SH,广汽集团,汽车整车,主板
3120,601258.SH,ST庞大,汽车服务,主板
3121,601288.SH,农业银行,银行,主板
3122,601298.SH,青岛港,港口,主板
3123,601311.SH,骆驼股份,电气设备,主板
3124,601318.SH,中国平安,保险,主板
3125,601319.SH,中国人保,保险,主板
3126,601326.SH,秦港股份,港口,主板
3127,601328.SH,交通银行,银行,主板
3128,601330.SH,绿色动力,环境保护,主板
3129,601333.SH,广深铁路,铁路,主板
3130,601336.SH,新华保险,保险,主板
3131,601339.SH,百隆东方,纺织,主板
3132,601360.SH,三六零,互联网,主板
3133,601366.SH,利群股份,百货,主板
3134,601368.SH,绿城水务,水务,主板
3135,601369.SH,陕鼓动力,机械基件,主板
3136,601375.SH,中原证券,证券,主板
3137,601377.SH,兴业证券,证券,主板
3138,601388.SH,怡球资源,铝,主板
3139,601390.SH,中国中铁,建筑工程,主板
3140,601398.SH,工商银行,银行,主板
3141,601399.SH,ST国重装,工程机械,主板
3142,601500.SH,通用股份,汽车配件,主板
3143,601512.SH,中新集团,园区开发,主板
3144,601515.SH,东风股份,广告包装,主板
3145,601518.SH,吉林高速,路桥,主板
3146,601519.SH,大智慧,软件服务,主板
3147,601555.SH,东吴证券,证券,主板
3148,601566.SH,九牧王,服饰,主板
3149,601567.SH,三星医疗,电器仪表,主板
3150,601577.SH,长沙银行,银行,主板
3151,601579.SH,会稽山,红黄酒,主板
3152,601588.SH,北辰实业,区域地产,主板
3153,601595.SH,上海电影,影视音像,主板
3154,601598.SH,中国外运,仓储物流,主板
3155,601599.SH,鹿港文化,影视音像,主板
3156,601600.SH,中国铝业,铝,主板
3157,601601.SH,中国太保,保险,主板
3158,601606.SH,长城军工,专用机械,主板
3159,601607.SH,上海医药,医药商业,主板
3160,601608.SH,中信重工,专用机械,主板
3161,601609.SH,金田铜业,铜,主板
3162,601611.SH,中国核建,建筑工程,主板
3163,601615.SH,明阳智能,机械基件,主板
3164,601616.SH,广电电气,电气设备,主板
3165,601618.SH,中国中冶,建筑工程,主板
3166,601619.SH,嘉泽新能,新型电力,主板
3167,601628.SH,中国人寿,保险,主板
3168,601633.SH,长城汽车,汽车整车,主板
3169,601636.SH,旗滨集团,玻璃,主板
3170,601658.SH,邮储银行,银行,主板
3171,601666.SH,平煤股份,煤炭开采,主板
3172,601668.SH,中国建筑,建筑工程,主板
3173,601669.SH,中国电建,建筑工程,主板
3174,601677.SH,明泰铝业,铝,主板
3175,601678.SH,滨化股份,化工原料,主板
3176,601688.SH,华泰证券,证券,主板
3177,601689.SH,拓普集团,汽车配件,主板
3178,601696.SH,中银证券,证券,主板
3179,601698.SH,中国卫通,电信运营,主板
3180,601699.SH,潞安环能,煤炭开采,主板
3181,601700.SH,风范股份,电气设备,主板
3182,601717.SH,郑煤机,汽车配件,主板
3183,601718.SH,际华集团,服饰,主板
3184,601727.SH,上海电气,电气设备,主板
3185,601766.SH,中国中车,运输设备,主板
3186,601777.SH,力帆股份,摩托车,主板
3187,601778.SH,晶科科技,新型电力,主板
3188,601788.SH,光大证券,证券,主板
3189,601789.SH,宁波建工,建筑工程,主板
3190,601798.SH,蓝科高新,化工机械,主板
3191,601799.SH,星宇股份,汽车配件,主板
3192,601800.SH,中国交建,建筑工程,主板
3193,601801.SH,皖新传媒,出版业,主板
3194,601808.SH,中海油服,石油开采,主板
3195,601811.SH,新华文轩,出版业,主板
3196,601816.SH,京沪高铁,铁路,主板
3197,601818.SH,光大银行,银行,主板
3198,601827.SH,三峰环境,环境保护,主板
3199,601828.SH,美凯龙,其他商业,主板
3200,601838.SH,成都银行,银行,主板
3201,601857.SH,中国石油,石油开采,主板
3202,601858.SH,中国科传,出版业,主板
3203,601860.SH,紫金银行,银行,主板
3204,601865.SH,福莱特,玻璃,主板
3205,601866.SH,中远海发,水运,主板
3206,601869.SH,长飞光纤,通信设备,主板
3207,601872.SH,招商轮船,水运,主板
3208,601877.SH,正泰电器,电气设备,主板
3209,601878.SH,浙商证券,证券,主板
3210,601880.SH,大连港,港口,主板
3211,601881.SH,中国银河,证券,主板
3212,601882.SH,海天精工,机床制造,主板
3213,601886.SH,江河集团,装修装饰,主板
3214,601888.SH,中国中免,旅游服务,主板
3215,601890.SH,亚星锚链,船舶,主板
3216,601898.SH,中煤能源,煤炭开采,主板
3217,601899.SH,紫金矿业,黄金,主板
3218,601900.SH,南方传媒,出版业,主板
3219,601901.SH,方正证券,证券,主板
3220,601908.SH,京运通,新型电力,主板
3221,601916.SH,浙商银行,银行,主板
3222,601918.SH,新集能源,煤炭开采,主板
3223,601919.SH,中远海控,水运,主板
3224,601928.SH,凤凰传媒,出版业,主板
3225,601929.SH,吉视传媒,影视音像,主板
3226,601933.SH,永辉超市,超市连锁,主板
3227,601939.SH,建设银行,银行,主板
3228,601949.SH,中国出版,出版业,主板
3229,601952.SH,苏垦农发,种植业,主板
3230,601958.SH,金钼股份,小金属,主板
3231,601965.SH,中国汽研,汽车服务,主板
3232,601966.SH,玲珑轮胎,汽车配件,主板
3233,601968.SH,宝钢包装,广告包装,主板
3234,601969.SH,海南矿业,普钢,主板
3235,601975.SH,招商南油,水运,主板
3236,601985.SH,中国核电,新型电力,主板
3237,601988.SH,中国银行,银行,主板
3238,601989.SH,中国重工,船舶,主板
3239,601990.SH,南京证券,证券,主板
3240,601991.SH,大唐发电,火力发电,主板
3241,601992.SH,金隅集团,水泥,主板
3242,601996.SH,丰林集团,家居用品,主板
3243,601997.SH,贵阳银行,银行,主板
3244,601998.SH,中信银行,银行,主板
3245,601999.SH,出版传媒,出版业,主板
3246,603000.SH,人民网,互联网,主板
3247,603001.SH,奥康国际,服饰,主板
3248,603002.SH,宏昌电子,化工原料,主板
3249,603003.SH,龙宇燃油,石油贸易,主板
3250,603005.SH,晶方科技,半导体,主板
3251,603006.SH,联明股份,汽车配件,主板
3252,603007.SH,花王股份,建筑工程,主板
3253,603008.SH,喜临门,家居用品,主板
3254,603009.SH,北特科技,汽车配件,主板
3255,603010.SH,万盛股份,化工原料,主板
3256,603011.SH,合锻智能,机床制造,主板
3257,603012.SH,创力集团,专用机械,主板
3258,603013.SH,亚普股份,汽车配件,主板
3259,603015.SH,弘讯科技,电气设备,主板
3260,603016.SH,新宏泰,电气设备,主板
3261,603017.SH,中衡设计,建筑工程,主板
3262,603018.SH,中设集团,建筑工程,主板
3263,603019.SH,中科曙光,IT设备,主板
3264,603020.SH,爱普股份,食品,主板
3265,603021.SH,山东华鹏,玻璃,主板
3266,603022.SH,新通联,广告包装,主板
3267,603023.SH,威帝股份,汽车配件,主板
3268,603025.SH,大豪科技,IT设备,主板
3269,603026.SH,石大胜华,化工原料,主板
3270,603027.SH,千禾味业,食品,主板
3271,603028.SH,赛福天,钢加工,主板
3272,603029.SH,天鹅股份,农用机械,主板
3273,603030.SH,全筑股份,装修装饰,主板
3274,603031.SH,安德利,百货,主板
3275,603032.SH,德新交运,公路,主板
3276,603033.SH,三维股份,橡胶,主板
3277,603035.SH,常熟汽饰,汽车配件,主板
3278,603036.SH,如通股份,专用机械,主板
3279,603037.SH,凯众股份,汽车配件,主板
3280,603038.SH,华立股份,装修装饰,主板
3281,603039.SH,泛微网络,软件服务,主板
3282,603040.SH,新坐标,机械基件,主板
3283,603041.SH,美思德,化工原料,主板
3284,603042.SH,华脉科技,通信设备,主板
3285,603043.SH,广州酒家,食品,主板
3286,603045.SH,福达合金,电气设备,主板
3287,603050.SH,科林电气,电气设备,主板
3288,603053.SH,成都燃气,供气供热,主板
3289,603055.SH,台华新材,纺织,主板
3290,603056.SH,德邦股份,仓储物流,主板
3291,603058.SH,永吉股份,广告包装,主板
3292,603059.SH,倍加洁,家居用品,主板
3293,603060.SH,国检集团,建筑工程,主板
3294,603063.SH,禾望电气,电气设备,主板
3295,603066.SH,音飞储存,仓储物流,主板
3296,603067.SH,振华股份,化工原料,主板
3297,603068.SH,博通集成,半导体,主板
3298,603069.SH,海汽集团,公路,主板
3299,603076.SH,乐惠国际,专用机械,主板
3300,603077.SH,和邦生物,化工原料,主板
3301,603078.SH,江化微,化工原料,主板
3302,603079.SH,圣达生物,食品,主板
3303,603080.SH,新疆火炬,供气供热,主板
3304,603081.SH,大丰实业,专用机械,主板
3305,603083.SH,剑桥科技,通信设备,主板
3306,603085.SH,天成自控,汽车配件,主板
3307,603086.SH,先达股份,农药化肥,主板
3308,603087.SH,甘李药业,生物制药,主板
3309,603088.SH,宁波精达,专用机械,主板
3310,603089.SH,正裕工业,汽车配件,主板
3311,603090.SH,宏盛股份,专用机械,主板
3312,603093.SH,南华期货,多元金融,主板
3313,603095.SH,越剑智能,纺织机械,主板
3314,603096.SH,新经典,出版业,主板
3315,603098.SH,森特股份,装修装饰,主板
3316,603099.SH,长白山,旅游景点,主板
3317,603100.SH,川仪股份,电器仪表,主板
3318,603101.SH,汇嘉时代,百货,主板
3319,603103.SH,横店影视,影视音像,主板
3320,603105.SH,芯能科技,电气设备,主板
3321,603106.SH,恒银金融,IT设备,主板
3322,603108.SH,润达医疗,医药商业,主板
3323,603109.SH,神驰机电,电气设备,主板
3324,603110.SH,东方材料,染料涂料,主板
3325,603111.SH,康尼机电,运输设备,主板
3326,603113.SH,金能科技,化工原料,主板
3327,603115.SH,海星股份,元器件,主板
3328,603116.SH,红蜻蜓,服饰,主板
3329,603117.SH,万林物流,仓储物流,主板
3330,603118.SH,共进股份,通信设备,主板
3331,603121.SH,华培动力,汽车配件,主板
3332,603123.SH,翠微股份,百货,主板
3333,603126.SH,中材节能,环境保护,主板
3334,603127.SH,昭衍新药,医疗保健,主板
3335,603128.SH,华贸物流,仓储物流,主板
3336,603129.SH,春风动力,摩托车,主板
3337,603131.SH,上海沪工,专用机械,主板
3338,603133.SH,碳元科技,元器件,主板
3339,603136.SH,天目湖,旅游景点,主板
3340,603138.SH,海量数据,软件服务,主板
3341,603139.SH,康惠制药,中成药,主板
3342,603156.SH,养元饮品,软饮料,主板
3343,603157.SH,*ST拉夏,服饰,主板
3344,603158.SH,腾龙股份,汽车配件,主板
3345,603159.SH,上海亚虹,专用机械,主板
3346,603160.SH,汇顶科技,元器件,主板
3347,603161.SH,科华控股,汽车配件,主板
3348,603165.SH,荣晟环保,造纸,主板
3349,603166.SH,福达股份,汽车配件,主板
3350,603167.SH,渤海轮渡,水运,主板
3351,603168.SH,莎普爱思,化学制药,主板
3352,603169.SH,兰石重装,专用机械,主板
3353,603177.SH,德创环保,环境保护,主板
3354,603178.SH,圣龙股份,汽车配件,主板
3355,603179.SH,新泉股份,汽车配件,主板
3356,603180.SH,金牌厨柜,家居用品,主板
3357,603181.SH,皇马科技,化工原料,主板
3358,603183.SH,建研院,建筑工程,主板
3359,603185.SH,上机数控,机床制造,主板
3360,603186.SH,华正新材,元器件,主板
3361,603187.SH,海容冷链,机械基件,主板
3362,603188.SH,ST亚邦,染料涂料,主板
3363,603189.SH,网达软件,软件服务,主板
3364,603192.SH,汇得科技,化工原料,主板
3365,603195.SH,公牛集团,电气设备,主板
3366,603196.SH,日播时尚,服饰,主板
3367,603197.SH,保隆科技,汽车配件,主板
3368,603198.SH,迎驾贡酒,白酒,主板
3369,603199.SH,九华旅游,旅游景点,主板
3370,603200.SH,上海洗霸,环境保护,主板
3371,603203.SH,快克股份,专用机械,主板
3372,603208.SH,江山欧派,家居用品,主板
3373,603212.SH,赛伍技术,塑料,主板
3374,603214.SH,爱婴室,百货,主板
3375,603217.SH,元利科技,化工原料,主板
3376,603218.SH,日月股份,工程机械,主板
3377,603220.SH,中贝通信,通信设备,主板
3378,603221.SH,爱丽家居,家居用品,主板
3379,603222.SH,济民制药,化学制药,主板
3380,603223.SH,恒通股份,供气供热,主板
3381,603225.SH,新凤鸣,化纤,主板
3382,603226.SH,菲林格尔,家居用品,主板
3383,603227.SH,雪峰科技,化工原料,主板
3384,603228.SH,景旺电子,元器件,主板
3385,603229.SH,奥翔药业,化学制药,主板
3386,603232.SH,格尔软件,软件服务,主板
3387,603233.SH,大参林,医药商业,主板
3388,603236.SH,移远通信,通信设备,主板
3389,603238.SH,诺邦股份,纺织,主板
3390,603239.SH,浙江仙通,汽车配件,主板
3391,603256.SH,宏和科技,玻璃,主板
3392,603258.SH,电魂网络,互联网,主板
3393,603259.SH,药明康德,化学制药,主板
3394,603260.SH,合盛硅业,化工原料,主板
3395,603266.SH,天龙股份,塑料,主板
3396,603267.SH,鸿远电子,元器件,主板
3397,603268.SH,松发股份,陶瓷,主板
3398,603269.SH,海鸥股份,机械基件,主板
3399,603277.SH,银都股份,专用机械,主板
3400,603278.SH,大业股份,钢加工,主板
3401,603279.SH,景津环保,环境保护,主板
3402,603283.SH,赛腾股份,专用机械,主板
3403,603286.SH,日盈电子,汽车配件,主板
3404,603288.SH,海天味业,食品,主板
3405,603289.SH,泰瑞机器,专用机械,主板
3406,603290.SH,斯达半导,半导体,主板
3407,603297.SH,永新光学,电器仪表,主板
3408,603298.SH,杭叉集团,专用机械,主板
3409,603299.SH,苏盐井神,化工原料,主板
3410,603300.SH,华铁应急,钢加工,主板
3411,603301.SH,振德医疗,医疗保健,主板
3412,603303.SH,得邦照明,家用电器,主板
3413,603305.SH,旭升股份,汽车配件,主板
3414,603306.SH,华懋科技,汽车配件,主板
3415,603308.SH,应流股份,专用机械,主板
3416,603309.SH,维力医疗,医疗保健,主板
3417,603311.SH,金海环境,专用机械,主板
3418,603313.SH,梦百合,家居用品,主板
3419,603315.SH,福鞍股份,机械基件,主板
3420,603316.SH,诚邦股份,建筑工程,主板
3421,603317.SH,天味食品,食品,主板
3422,603318.SH,派思股份,专用机械,主板
3423,603319.SH,湘油泵,汽车配件,主板
3424,603320.SH,迪贝电气,机械基件,主板
3425,603321.SH,梅轮电梯,运输设备,主板
3426,603322.SH,超讯通信,通信设备,主板
3427,603323.SH,苏农银行,银行,主板
3428,603326.SH,我乐家居,家居用品,主板
3429,603327.SH,福蓉科技,元器件,主板
3430,603328.SH,依顿电子,元器件,主板
3431,603329.SH,上海雅仕,仓储物流,主板
3432,603330.SH,上海天洋,塑料,主板
3433,603331.SH,百达精工,专用机械,主板
3434,603332.SH,苏州龙杰,化纤,主板
3435,603333.SH,尚纬股份,电气设备,主板
3436,603335.SH,迪生力,汽车配件,主板
3437,603336.SH,宏辉果蔬,农业综合,主板
3438,603337.SH,杰克股份,纺织机械,主板
3439,603338.SH,浙江鼎力,专用机械,主板
3440,603339.SH,四方科技,专用机械,主板
3441,603345.SH,安井食品,食品,主板
3442,603348.SH,文灿股份,汽车配件,主板
3443,603351.SH,威尔药业,化学制药,主板
3444,603353.SH,和顺石油,石油贸易,主板
3445,603355.SH,莱克电气,家用电器,主板
3446,603356.SH,华菱精工,机械基件,主板
3447,603357.SH,设计总院,建筑工程,主板
3448,603358.SH,华达科技,汽车配件,主板
3449,603359.SH,东珠生态,环境保护,主板
3450,603360.SH,百傲化学,化工原料,主板
3451,603363.SH,傲农生物,饲料,主板
3452,603365.SH,水星家纺,纺织,主板
3453,603366.SH,日出东方,家用电器,主板
3454,603367.SH,辰欣药业,化学制药,主板
3455,603368.SH,柳药股份,医药商业,主板
3456,603369.SH,今世缘,白酒,主板
3457,603377.SH,东方时尚,汽车服务,主板
3458,603378.SH,亚士创能,染料涂料,主板
3459,603379.SH,三美股份,化工原料,主板
3460,603380.SH,易德龙,元器件,主板
3461,603383.SH,顶点软件,软件服务,主板
3462,603385.SH,惠达卫浴,家居用品,主板
3463,603386.SH,广东骏亚,元器件,主板
3464,603387.SH,基蛋生物,医疗保健,主板
3465,603388.SH,元成股份,建筑工程,主板
3466,603389.SH,*ST亚振,家居用品,主板
3467,603390.SH,通达电气,汽车配件,主板
3468,603392.SH,万泰生物,医疗保健,主板
3469,603393.SH,新天然气,供气供热,主板
3470,603396.SH,金辰股份,专用机械,主板
3471,603398.SH,邦宝益智,文教休闲,主板
3472,603399.SH,吉翔股份,小金属,主板
3473,603416.SH,信捷电气,电气设备,主板
3474,603421.SH,鼎信通讯,通信设备,主板
3475,603429.SH,集友股份,广告包装,主板
3476,603439.SH,贵州三力,中成药,主板
3477,603444.SH,吉比特,互联网,主板
3478,603456.SH,九洲药业,化学制药,主板
3479,603458.SH,勘设股份,建筑工程,主板
3480,603466.SH,风语筑,文教休闲,主板
3481,603477.SH,振静股份,纺织,主板
3482,603486.SH,科沃斯,家用电器,主板
3483,603488.SH,展鹏科技,电气设备,主板
3484,603489.SH,八方股份,电气设备,主板
3485,603496.SH,恒为科技,IT设备,主板
3486,603499.SH,翔港科技,广告包装,主板
3487,603500.SH,祥和实业,运输设备,主板
3488,603501.SH,韦尔股份,半导体,主板
3489,603505.SH,金石资源,矿物制品,主板
3490,603506.SH,南都物业,房产服务,主板
3491,603507.SH,振江股份,钢加工,主板
3492,603508.SH,思维列控,软件服务,主板
3493,603515.SH,欧普照明,电气设备,主板
3494,603516.SH,淳中科技,通信设备,主板
3495,603517.SH,绝味食品,食品,主板
3496,603518.SH,锦泓集团,服饰,主板
3497,603519.SH,立霸股份,家用电器,主板
3498,603520.SH,司太立,化学制药,主板
3499,603527.SH,众源新材,铜,主板
3500,603528.SH,多伦科技,软件服务,主板
3501,603530.SH,神马电力,电气设备,主板
3502,603533.SH,掌阅科技,互联网,主板
3503,603535.SH,嘉诚国际,仓储物流,主板
3504,603536.SH,惠发食品,食品,主板
3505,603538.SH,美诺华,化学制药,主板
3506,603551.SH,奥普家居,家居用品,主板
3507,603555.SH,*ST贵人,服饰,主板
3508,603556.SH,海兴电力,电器仪表,主板
3509,603557.SH,起步股份,服饰,主板
3510,603558.SH,健盛集团,纺织,主板
3511,603559.SH,中通国脉,通信设备,主板
3512,603566.SH,普莱柯,生物制药,主板
3513,603567.SH,珍宝岛,中成药,主板
3514,603568.SH,伟明环保,环境保护,主板
3515,603569.SH,长久物流,仓储物流,主板
3516,603577.SH,汇金通,钢加工,主板
3517,603578.SH,三星新材,玻璃,主板
3518,603579.SH,荣泰健康,医疗保健,主板
3519,603580.SH,艾艾精工,化工原料,主板
3520,603583.SH,捷昌驱动,电气设备,主板
3521,603585.SH,苏利股份,化工原料,主板
3522,603586.SH,金麒麟,汽车配件,主板
3523,603587.SH,地素时尚,服饰,主板
3524,603588.SH,高能环境,环境保护,主板
3525,603589.SH,口子窖,白酒,主板
